"","cp","ville","cle","nb"
"2968",91800,"BRUNOY","AO156",8
"2969",85000,"MOUILLERON-LE-CAPTIF","AO159",1
"2970",75016,"PARIS 16","AO16",4
"2971",92130,"ISSY-LES-MOULINEAUX","AO160",2
"2972",92130,"ISSY-LES-MOULINEAUX","AO161",2
"2973",85000,"MOUILLERON-LE-CAPTIF","AO161",1
"2974",92130,"ISSY-LES-MOULINEAUX","AO162",3
"2975",42300,"ROANNE","AO165",4
"2976",85000,"MOUILLERON-LE-CAPTIF","AO166",1
"2977",91800,"BOUSSY-SAINT-ANTOINE","AO17",3
"2978",94600,"CHOISY-LE-ROI","AO17",2
"2979",75015,"PARIS 15","AO17",4
"2980",75018,"PARIS 18","AO18",1
"2981",92130,"ISSY-LES-MOULINEAUX","AO189",2
"2982",75015,"PARIS 15","AO2",3
"2983",75016,"PARIS 16","AO2",5
"2984",75016,"PARIS 16","AO20",1
"2985",91800,"BRUNOY","AO200",1
"2986",92130,"ISSY-LES-MOULINEAUX","AO200",1
"2987",93110,"ROSNY-SOUS-BOIS","AO210",1
"2988",51100,"REIMS","AO216",2
"2989",75016,"PARIS 16","AO22",2
"2990",93160,"NOISY-LE-GRAND","AO224",2
"2991",75018,"PARIS 18","AO23",5
"2992",33100,"BORDEAUX","AO239",3
"2993",13100,"AIX EN PROVENCE","AO24",2
"2994",51100,"REIMS","AO244",1
"2995",22400,"LAMBALLE-ARMOR","AO245",3
"2996",33100,"BORDEAUX","AO25",2
"2997",75018,"PARIS 18","AO25",1
"2998",42300,"ROANNE","AO251",3
"2999",55100,"VERDUN","AO255",1
"3000",93160,"NOISY-LE-GRAND","AO258",1
"3001",51100,"REIMS","AO259",2
"3002",94600,"CHOISY-LE-ROI","AO26",2
"3003",75020,"PARIS 20","AO26",1
"3004",91800,"BOUSSY-SAINT-ANTOINE","AO27",4
"3005",93140,"BONDY","AO271",1
"3006",93160,"NOISY-LE-GRAND","AO271",1
"3007",93140,"BONDY","AO273",1
"3008",55100,"VERDUN","AO273",1
"3009",75015,"PARIS 15","AO28",7
"3010",75020,"PARIS 20","AO28",1
"3011",22400,"LAMBALLE-ARMOR","AO293",1
"3012",94600,"CHOISY-LE-ROI","AO3",2
"3013",75015,"PARIS 15","AO3",1
"3014",75016,"PARIS 16","AO3",5
"3015",75018,"PARIS 18","AO31",1
"3016",93140,"BONDY","AO32",2
"3017",51100,"REIMS","AO335",3
"3018",94600,"CHOISY-LE-ROI","AO34",3
"3019",75020,"PARIS 20","AO34",1
"3020",30000,"NIMES","AO347",4
"3021",13100,"AIX EN PROVENCE","AO36",2
"3022",94600,"CHOISY-LE-ROI","AO36",3
"3023",42300,"ROANNE","AO364",3
"3024",55100,"VERDUN","AO366",1
"3025",51100,"REIMS","AO367",2
"3026",13100,"AIX EN PROVENCE","AO37",1
"3027",75018,"PARIS 18","AO37",2
"3028",75020,"PARIS 20","AO37",2
"3029",75020,"PARIS 20","AO38",1
"3030",75015,"PARIS 15","AO4",4
"3031",75016,"PARIS 16","AO4",2
"3032",75020,"PARIS 20","AO41",3
"3033",33100,"BORDEAUX","AO42",6
"3034",75018,"PARIS 18","AO42",2
"3035",93160,"NOISY-LE-GRAND","AO424",2
"3036",51100,"REIMS","AO426",6
"3037",42300,"ROANNE","AO440",3
"3038",75020,"PARIS 20","AO46",3
"3039",51100,"REIMS","AO465",2
"3040",75018,"PARIS 18","AO47",2
"3041",29120,"PONT L ABBE","AO473",1
"3042",29120,"PONT L ABBE","AO474",1
"3043",29120,"PONT L ABBE","AO475",1
"3044",29120,"PONT L ABBE","AO476",1
"3045",75018,"PARIS 18","AO48",4
"3046",93140,"BONDY","AO49",1
"3047",75018,"PARIS 18","AO49",3
"3048",42300,"MABLY","AO494",1
"3049",92130,"ISSY-LES-MOULINEAUX","AO5",1
"3050",75020,"PARIS 20","AO5",4
"3051",42300,"ROANNE","AO501",4
"3052",42300,"MABLY","AO504",1
"3053",55100,"VERDUN","AO507",4
"3054",75018,"PARIS 18","AO51",3
"3055",93160,"NOISY-LE-GRAND","AO519",1
"3056",42300,"MABLY","AO52",3
"3057",75018,"PARIS 18","AO52",1
"3058",42300,"ROANNE","AO532",4
"3059",33100,"BORDEAUX","AO57",2
"3060",29120,"PONT L ABBE","AO571",1
"3061",29120,"PONT L ABBE","AO576",1
"3062",29120,"PONT L ABBE","AO577",1
"3063",29120,"PONT L ABBE","AO581",1
"3064",29120,"PONT L ABBE","AO582",1
"3065",29120,"PONT L ABBE","AO588",1
"3066",42300,"ROANNE","AO588",1
"3067",29120,"PONT L ABBE","AO589",1
"3068",42300,"ROANNE","AO589",16
"3069",42300,"ROANNE","AO590",1
"3070",42300,"ROANNE","AO591",1
"3071",29120,"PONT L ABBE","AO592",1
"3072",42300,"ROANNE","AO592",1
"3073",42300,"ROANNE","AO593",1
"3074",29120,"PONT L ABBE","AO596",1
"3075",29120,"PONT L ABBE","AO597",1
"3076",75016,"PARIS 16","AO6",3
"3077",75020,"PARIS 20","AO6",2
"3078",29120,"PONT L ABBE","AO602",1
"3079",29120,"PONT L ABBE","AO603",1
"3080",29120,"PONT L ABBE","AO605",1
"3081",29120,"PONT L ABBE","AO606",1
"3082",29120,"PONT L ABBE","AO607",1
"3083",55100,"VERDUN","AO61",1
"3084",29120,"PONT L ABBE","AO610",1
"3085",42300,"ROANNE","AO610",6
"3086",29120,"PONT L ABBE","AO613",1
"3087",29120,"PONT L ABBE","AO616",1
"3088",29120,"PONT L ABBE","AO617",1
"3089",29120,"PONT L ABBE","AO618",1
"3090",29120,"PONT L ABBE","AO619",1
"3091",29120,"PONT L ABBE","AO621",1
"3092",93160,"NOISY-LE-GRAND","AO633",2
"3093",93160,"NOISY-LE-GRAND","AO640",1
"3094",55100,"VERDUN","AO640",3
"3095",93160,"NOISY-LE-GRAND","AO645",6
"3096",75018,"PARIS 18","AO65",10
"3097",29120,"PONT L ABBE","AO66",1
"3098",30000,"NIMES","AO666",6
"3099",30000,"NIMES","AO668",1
"3100",94600,"CHOISY-LE-ROI","AO67",2
"3101",94600,"CHOISY-LE-ROI","AO68",2
"3102",75018,"PARIS 18","AO68",1
"3103",29120,"PONT L ABBE","AO68",1
"3104",51100,"REIMS","AO680",1
"3105",75018,"PARIS 18","AO69",1
"3106",91800,"BOUSSY-SAINT-ANTOINE","AO7",2
"3107",75015,"PARIS 15","AO7",2
"3108",75018,"PARIS 18","AO70",1
"3109",51100,"REIMS","AO709",1
"3110",29120,"COMBRIT","AO718",1
"3111",94000,"CRETEIL","AO73",1
"3112",75018,"PARIS 18","AO73",3
"3113",51100,"REIMS","AO739",18
"3114",93160,"NOISY-LE-GRAND","AO759",2
"3115",51100,"REIMS","AO770",1
"3116",94000,"CRETEIL","AO78",1
"3117",42300,"ROANNE","AO8",11
"3118",75018,"PARIS 18","AO80",1
"3119",51100,"REIMS","AO804",1
"3120",42300,"ROANNE","AO820",2
"3121",75018,"PARIS 18","AO83",3
"3122",51100,"REIMS","AO839",1
"3123",75018,"PARIS 18","AO84",1
"3124",51100,"REIMS","AO840",1
"3125",75018,"PARIS 18","AO87",2
"3126",51100,"REIMS","AO88",2
"3127",55100,"VERDUN","AO88",1
"3128",94000,"CRETEIL","AO90",9
"3129",55100,"VERDUN","AO90",2
"3130",75018,"PARIS 18","AO95",2
"3131",94000,"CRETEIL","AO96",2
"3132",91800,"BRUNOY","AO97",2
"3133",30000,"NIMES","AO987",1
"3134",75012,"PARIS 12","AP10",10
"3135",93800,"EPINAY SUR SEINE","AP100",4
"3136",92140,"CLAMART","AP101",5
"3137",75016,"PARIS 16","AP101",2
"3138",92140,"CLAMART","AP102",6
"3139",13100,"AIX EN PROVENCE","AP103",4
"3140",29120,"PONT L ABBE","AP109",1
"3141",51100,"REIMS","AP109",2
"3142",42300,"ROANNE","AP109",4
"3143",29120,"PONT L ABBE","AP110",2
"3144",29120,"PONT L ABBE","AP111",1
"3145",29120,"PONT L ABBE","AP112",1
"3146",75016,"PARIS 16","AP113",9
"3147",85000,"ROCHE SUR YON (LA)","AP113",1
"3148",29120,"PONT L ABBE","AP114",1
"3149",29120,"PONT L ABBE","AP115",1
"3150",29120,"PONT L ABBE","AP116",1
"3151",75016,"PARIS 16","AP118",2
"3152",75016,"PARIS 16","AP119",2
"3153",30000,"NIMES","AP1194",1
"3154",75016,"PARIS 16","AP122",1
"3155",75016,"PARIS 16","AP124",5
"3156",75016,"PARIS 16","AP127",3
"3157",30000,"NIMES","AP1283",1
"3158",93700,"DRANCY","AP129",2
"3159",75020,"PARIS 20","AP129",1
"3160",75018,"PARIS 18","AP13",1
"3161",75016,"PARIS 16","AP14",3
"3162",42300,"ROANNE","AP141",3
"3163",92130,"ISSY-LES-MOULINEAUX","AP142",2
"3164",13100,"AIX EN PROVENCE","AP144",1
"3165",75020,"PARIS 20","AP144",5
"3166",92130,"ISSY-LES-MOULINEAUX","AP149",1
"3167",75016,"PARIS 16","AP15",1
"3168",13100,"AIX EN PROVENCE","AP151",1
"3169",42300,"ROANNE","AP157",3
"3170",85000,"ROCHE SUR YON (LA)","AP163",1
"3171",75020,"PARIS 20","AP167",1
"3172",75018,"PARIS 18","AP17",1
"3173",93160,"NOISY-LE-GRAND","AP18",2
"3174",75016,"PARIS 16","AP18",3
"3175",92130,"ISSY-LES-MOULINEAUX","AP194",1
"3176",85000,"ROCHE SUR YON (LA)","AP2",1
"3177",42300,"ROANNE","AP200",1
"3178",42300,"ROANNE","AP201",1
"3179",91000,"EVRY-COURCOURONNES","AP205",8
"3180",92230,"GENNEVILLIERS","AP206",2
"3181",93160,"NOISY-LE-GRAND","AP21",3
"3182",93140,"BONDY","AP213",1
"3183",94600,"CHOISY-LE-ROI","AP22",1
"3184",85000,"ROCHE SUR YON (LA)","AP220",4
"3185",93140,"BONDY","AP226",1
"3186",30000,"NIMES","AP228",4
"3187",92230,"GENNEVILLIERS","AP235",5
"3188",85000,"ROCHE SUR YON (LA)","AP235",2
"3189",91800,"BRUNOY","AP236",4
"3190",85000,"ROCHE SUR YON (LA)","AP236",2
"3191",91800,"BRUNOY","AP241",1
"3192",92230,"GENNEVILLIERS","AP243",2
"3193",85000,"ROCHE SUR YON (LA)","AP243",4
"3194",93700,"DRANCY","AP244",1
"3195",91800,"BRUNOY","AP245",22
"3196",13100,"SAINT-MARC-JAUMEGARDE","AP263",1
"3197",13100,"SAINT-MARC-JAUMEGARDE","AP264",1
"3198",92130,"ISSY-LES-MOULINEAUX","AP267",1
"3199",94600,"CHOISY-LE-ROI","AP27",1
"3200",93160,"NOISY-LE-GRAND","AP27",2
"3201",85000,"ROCHE SUR YON (LA)","AP273",1
"3202",85000,"ROCHE SUR YON (LA)","AP274",2
"3203",31830,"PLAISANCE DU TOUCH","AP283",1
"3204",42300,"MABLY","AP284",3
"3205",31830,"PLAISANCE DU TOUCH","AP285",1
"3206",92130,"ISSY-LES-MOULINEAUX","AP29",2
"3207",42300,"ROANNE","AP29",4
"3208",42300,"MABLY","AP292",1
"3209",85000,"MOUILLERON-LE-CAPTIF","AP30",1
"3210",91800,"BRUNOY","AP300",2
"3211",91800,"BRUNOY","AP308",2
"3212",55100,"VERDUN","AP32",1
"3213",94000,"CRETEIL","AP323",3
"3214",91800,"BRUNOY","AP335",2
"3215",91220,"BRETIGNY SUR ORGE","AP34",4
"3216",42300,"ROANNE","AP34",4
"3217",93160,"NOISY-LE-GRAND","AP342",1
"3218",13100,"AIX EN PROVENCE","AP37",1
"3219",94600,"CHOISY-LE-ROI","AP37",2
"3220",94000,"CRETEIL","AP382",1
"3221",13100,"SAINT-MARC-JAUMEGARDE","AP394",1
"3222",13100,"SAINT-MARC-JAUMEGARDE","AP397",1
"3223",75018,"PARIS 18","AP4",2
"3224",94000,"CRETEIL","AP414",1
"3225",91000,"EVRY-COURCOURONNES","AP42",4
"3226",91800,"BRUNOY","AP43",1
"3227",75020,"PARIS 20","AP43",1
"3228",30000,"NIMES","AP437",1
"3229",30000,"NIMES","AP438",2
"3230",94000,"CRETEIL","AP439",2
"3231",75020,"PARIS 20","AP44",2
"3232",91080,"EVRY-COURCOURONNES","AP46",3
"3233",42300,"ROANNE","AP461",1
"3234",85000,"ROCHE SUR YON (LA)","AP461",1
"3235",94000,"CRETEIL","AP473",1
"3236",94000,"CRETEIL","AP474",3
"3237",94000,"CRETEIL","AP475",2
"3238",31830,"PLAISANCE DU TOUCH","AP483",1
"3239",75020,"PARIS 20","AP49",1
"3240",93160,"NOISY-LE-GRAND","AP492",5
"3241",31830,"PLAISANCE DU TOUCH","AP494",1
"3242",31830,"PLAISANCE DU TOUCH","AP496",1
"3243",31830,"PLAISANCE DU TOUCH","AP498",1
"3244",75018,"PARIS 18","AP50",4
"3245",75020,"PARIS 20","AP50",1
"3246",31830,"PLAISANCE DU TOUCH","AP500",1
"3247",31830,"PLAISANCE DU TOUCH","AP501",1
"3248",31830,"PLAISANCE DU TOUCH","AP503",1
"3249",31830,"PLAISANCE DU TOUCH","AP510",2
"3250",94000,"CRETEIL","AP513",5
"3251",75018,"PARIS 18","AP52",1
"3252",94600,"CHOISY-LE-ROI","AP53",4
"3253",93160,"NOISY-LE-GRAND","AP537",1
"3254",93160,"NOISY-LE-GRAND","AP538",1
"3255",75020,"PARIS 20","AP54",3
"3256",94000,"CRETEIL","AP543",1
"3257",42300,"ROANNE","AP548",1
"3258",75020,"PARIS 20","AP55",2
"3259",91080,"EVRY-COURCOURONNES","AP56",1
"3260",85000,"MOUILLERON-LE-CAPTIF","AP56",1
"3261",42300,"ROANNE","AP567",3
"3262",92140,"CLAMART","AP57",2
"3263",91080,"EVRY-COURCOURONNES","AP57",6
"3264",30000,"NIMES","AP586",1
"3265",30000,"NIMES","AP589",1
"3266",92140,"CLAMART","AP59",2
"3267",91080,"EVRY-COURCOURONNES","AP59",2
"3268",93160,"NOISY-LE-GRAND","AP593",2
"3269",75020,"PARIS 20","AP6",1
"3270",91080,"EVRY-COURCOURONNES","AP60",10
"3271",94000,"CRETEIL","AP608",2
"3272",85000,"ROCHE SUR YON (LA)","AP671",7
"3273",92140,"CLAMART","AP68",1
"3274",13100,"AIX EN PROVENCE","AP7",1
"3275",75020,"PARIS 20","AP70",1
"3276",85000,"ROCHE SUR YON (LA)","AP701",1
"3277",91080,"EVRY-COURCOURONNES","AP72",2
"3278",93800,"EPINAY SUR SEINE","AP73",4
"3279",92140,"CLAMART","AP74",2
"3280",75016,"PARIS 16","AP77",1
"3281",29120,"PONT L ABBE","AP78",1
"3282",30000,"NIMES","AP79",1
"3283",13100,"AIX EN PROVENCE","AP82",1
"3284",30000,"NIMES","AP829",2
"3285",93800,"EPINAY SUR SEINE","AP83",2
"3286",13100,"AIX EN PROVENCE","AP87",3
"3287",91080,"EVRY-COURCOURONNES","AP87",2
"3288",91080,"EVRY-COURCOURONNES","AP88",4
"3289",91080,"EVRY-COURCOURONNES","AP89",2
"3290",75020,"PARIS 20","AP89",2
"3291",75020,"PARIS 20","AP90",2
"3292",13100,"AIX EN PROVENCE","AP91",1
"3293",91080,"EVRY-COURCOURONNES","AP91",2
"3294",93250,"VILLEMOMBLE","AP91",1
"3295",93700,"DRANCY","AP92",1
"3296",91080,"EVRY-COURCOURONNES","AP93",3
"3297",93160,"NOISY-LE-GRAND","AP93",1
"3298",75020,"PARIS 20","AP93",1
"3299",91080,"EVRY-COURCOURONNES","AP94",2
"3300",13100,"SAINT-MARC-JAUMEGARDE","AP94",2
"3301",13100,"SAINT-MARC-JAUMEGARDE","AP95",4
"3302",92140,"CLAMART","AP99",22
"3303",42300,"ROANNE","AP99",3
"3304",94600,"CHOISY-LE-ROI","AQ1",2
"3305",92140,"CLAMART","AQ1",7
"3306",75015,"PARIS 15","AQ1",3
"3307",75016,"PARIS 16","AQ1",2
"3308",93140,"BONDY","AQ106",2
"3309",75015,"PARIS 15","AQ108",6
"3310",75015,"PARIS 15","AQ115",1
"3311",92130,"ISSY-LES-MOULINEAUX","AQ139",6
"3312",93250,"VILLEMOMBLE","AQ141",2
"3313",93140,"BONDY","AQ142",5
"3314",93250,"VILLEMOMBLE","AQ142",1
"3315",92130,"ISSY-LES-MOULINEAUX","AQ146",2
"3316",75018,"PARIS 18","AQ15",2
"3317",75018,"PARIS 18","AQ16",1
"3318",92230,"GENNEVILLIERS","AQ166",2
"3319",93800,"EPINAY SUR SEINE","AQ175",2
"3320",92230,"GENNEVILLIERS","AQ189",2
"3321",93250,"VILLEMOMBLE","AQ189",1
"3322",75016,"PARIS 16","AQ19",4
"3323",75018,"PARIS 18","AQ19",1
"3324",93140,"BONDY","AQ191",1
"3325",75018,"PARIS 18","AQ20",8
"3326",92130,"ISSY-LES-MOULINEAUX","AQ219",6
"3327",93250,"VILLEMOMBLE","AQ23",2
"3328",94000,"CRETEIL","AQ246",4
"3329",92230,"GENNEVILLIERS","AQ25",2
"3330",75015,"PARIS 15","AQ25",2
"3331",75016,"PARIS 16","AQ25",2
"3332",93140,"BONDY","AQ254",2
"3333",92130,"ISSY-LES-MOULINEAUX","AQ255",1
"3334",92130,"ISSY-LES-MOULINEAUX","AQ256",1
"3335",75018,"PARIS 18","AQ26",4
"3336",75016,"PARIS 16","AQ27",5
"3337",93700,"DRANCY","AQ28",3
"3338",75018,"PARIS 18","AQ30",4
"3339",93800,"EPINAY SUR SEINE","AQ301",2
"3340",92000,"NANTERRE","AQ31",2
"3341",93800,"EPINAY SUR SEINE","AQ311",1
"3342",75015,"PARIS 15","AQ32",1
"3343",92140,"CLAMART","AQ321",10
"3344",92230,"GENNEVILLIERS","AQ324",1
"3345",75018,"PARIS 18","AQ33",3
"3346",75016,"PARIS 16","AQ36",4
"3347",75016,"PARIS 16","AQ37",5
"3348",93800,"EPINAY SUR SEINE","AQ378",5
"3349",75016,"PARIS 16","AQ39",1
"3350",75016,"PARIS 16","AQ4",1
"3351",93800,"EPINAY SUR SEINE","AQ415",8
"3352",92000,"NANTERRE","AQ42",1
"3353",94600,"CHOISY-LE-ROI","AQ44",6
"3354",93110,"ROSNY-SOUS-BOIS","AQ440",1
"3355",93110,"ROSNY-SOUS-BOIS","AQ443",17
"3356",75016,"PARIS 16","AQ45",3
"3357",93700,"DRANCY","AQ47",1
"3358",75018,"PARIS 18","AQ47",2
"3359",75015,"PARIS 15","AQ48",4
"3360",94600,"CHOISY-LE-ROI","AQ49",2
"3361",75016,"PARIS 16","AQ50",2
"3362",75018,"PARIS 18","AQ50",3
"3363",75016,"PARIS 16","AQ51",2
"3364",75015,"PARIS 15","AQ6",1
"3365",75015,"PARIS 15","AQ60",6
"3366",93800,"EPINAY SUR SEINE","AQ61",3
"3367",93140,"BONDY","AQ62",2
"3368",75016,"PARIS 16","AQ63",1
"3369",75018,"PARIS 18","AQ63",3
"3370",75018,"PARIS 18","AQ64",2
"3371",75015,"PARIS 15","AQ65",2
"3372",75018,"PARIS 18","AQ67",3
"3373",75016,"PARIS 16","AQ68",1
"3374",75018,"PARIS 18","AQ7",3
"3375",75016,"PARIS 16","AQ70",3
"3376",75018,"PARIS 18","AQ70",4
"3377",75016,"PARIS 16","AQ71",4
"3378",75016,"PARIS 16","AQ74",1
"3379",75018,"PARIS 18","AQ78",1
"3380",75015,"PARIS 15","AQ79",2
"3381",75018,"PARIS 18","AQ79",2
"3382",92230,"GENNEVILLIERS","AQ82",2
"3383",75015,"PARIS 15","AQ83",2
"3384",75015,"PARIS 15","AQ84",4
"3385",75016,"PARIS 16","AQ85",1
"3386",75018,"PARIS 18","AQ88",5
"3387",75018,"PARIS 18","AQ89",2
"3388",75015,"PARIS 15","AQ9",2
"3389",75015,"PARIS 15","AQ98",5
"3390",75016,"PARIS 16","AR1",3
"3391",91000,"EVRY-COURCOURONNES","AR10",1
"3392",75016,"PARIS 16","AR10",3
"3393",13100,"AIX EN PROVENCE","AR101",1
"3394",92130,"ISSY-LES-MOULINEAUX","AR102",2
"3395",75018,"PARIS 18","AR103",1
"3396",51100,"REIMS","AR1045",1
"3397",93800,"EPINAY SUR SEINE","AR105",3
"3398",75018,"PARIS 18","AR106",1
"3399",42300,"ROANNE","AR107",1
"3400",75018,"PARIS 18","AR109",1
"3401",75012,"PARIS 12","AR11",3
"3402",85000,"ROCHE SUR YON (LA)","AR11",1
"3403",93800,"EPINAY SUR SEINE","AR110",2
"3404",75016,"PARIS 16","AR111",1
"3405",75018,"PARIS 18","AR119",4
"3406",94600,"CHOISY-LE-ROI","AR12",1
"3407",75012,"PARIS 12","AR12",2
"3408",75018,"PARIS 18","AR133",2
"3409",93800,"EPINAY SUR SEINE","AR135",2
"3410",75018,"PARIS 18","AR135",2
"3411",75018,"PARIS 18","AR136",1
"3412",33100,"BORDEAUX","AR14",1
"3413",75018,"PARIS 18","AR14",1
"3414",75020,"PARIS 20","AR14",4
"3415",93800,"EPINAY SUR SEINE","AR142",5
"3416",75016,"PARIS 16","AR147",2
"3417",91220,"BRETIGNY SUR ORGE","AR15",1
"3418",75020,"PARIS 20","AR15",1
"3419",75018,"PARIS 18","AR151",8
"3420",75018,"PARIS 18","AR157",4
"3421",75018,"PARIS 18","AR159",1
"3422",92230,"GENNEVILLIERS","AR160",2
"3423",75018,"PARIS 18","AR160",1
"3424",51100,"REIMS","AR163",2
"3425",75016,"PARIS 16","AR164",2
"3426",75018,"PARIS 18","AR164",2
"3427",93140,"BONDY","AR166",2
"3428",91800,"BRUNOY","AR168",2
"3429",75016,"PARIS 16","AR168",2
"3430",75018,"PARIS 18","AR168",3
"3431",75016,"PARIS 16","AR169",2
"3432",75012,"PARIS 12","AR17",1
"3433",75018,"PARIS 18","AR170",7
"3434",31830,"PLAISANCE DU TOUCH","AR170",1
"3435",75016,"PARIS 16","AR174",1
"3436",75016,"PARIS 16","AR175",1
"3437",92130,"ISSY-LES-MOULINEAUX","AR18",3
"3438",75016,"PARIS 16","AR18",1
"3439",93160,"NOISY-LE-GRAND","AR186",1
"3440",93110,"ROSNY-SOUS-BOIS","AR186",1
"3441",75012,"PARIS 12","AR19",1
"3442",75016,"PARIS 16","AR19",8
"3443",75018,"PARIS 18","AR191",5
"3444",75018,"PARIS 18","AR192",2
"3445",75018,"PARIS 18","AR194",1
"3446",51100,"REIMS","AR197",1
"3447",75012,"PARIS 12","AR2",3
"3448",75012,"PARIS 12","AR20",2
"3449",51100,"REIMS","AR204",3
"3450",75012,"PARIS 12","AR21",2
"3451",75016,"PARIS 16","AR21",2
"3452",75020,"PARIS 20","AR21",2
"3453",75018,"PARIS 18","AR210",1
"3454",75018,"PARIS 18","AR215",1
"3455",75018,"PARIS 18","AR218",2
"3456",94600,"CHOISY-LE-ROI","AR22",2
"3457",75020,"PARIS 20","AR22",1
"3458",94600,"CHOISY-LE-ROI","AR220",2
"3459",75016,"PARIS 16","AR23",2
"3460",93110,"ROSNY-SOUS-BOIS","AR234",3
"3461",92230,"GENNEVILLIERS","AR24",2
"3462",51100,"REIMS","AR246",2
"3463",75012,"PARIS 12","AR25",2
"3464",75016,"PARIS 16","AR26",2
"3465",93160,"NOISY-LE-GRAND","AR265",1
"3466",91080,"EVRY-COURCOURONNES","AR268",3
"3467",92000,"NANTERRE","AR269",2
"3468",75016,"PARIS 16","AR27",2
"3469",91080,"EVRY-COURCOURONNES","AR275",1
"3470",91080,"EVRY-COURCOURONNES","AR277",1
"3471",42300,"ROANNE","AR279",1
"3472",51100,"REIMS","AR284",2
"3473",75012,"PARIS 12","AR29",1
"3474",51100,"REIMS","AR298",1
"3475",75016,"PARIS 16","AR3",1
"3476",51100,"REIMS","AR302",6
"3477",85000,"ROCHE SUR YON (LA)","AR308",2
"3478",13100,"AIX EN PROVENCE","AR31",1
"3479",75012,"PARIS 12","AR31",1
"3480",51100,"REIMS","AR310",1
"3481",51100,"REIMS","AR319",2
"3482",75016,"PARIS 16","AR32",2
"3483",75020,"PARIS 20","AR32",1
"3484",42300,"ROANNE","AR32",4
"3485",42300,"ROANNE","AR322",4
"3486",75018,"PARIS 18","AR33",1
"3487",75018,"PARIS 18","AR34",1
"3488",42300,"ROANNE","AR342",15
"3489",75015,"PARIS 15","AR36",1
"3490",75016,"PARIS 16","AR36",2
"3491",91800,"BRUNOY","AR365",3
"3492",75016,"PARIS 16","AR37",2
"3493",92140,"CLAMART","AR38",4
"3494",93250,"VILLEMOMBLE","AR38",2
"3495",91800,"BRUNOY","AR389",1
"3496",75018,"PARIS 18","AR39",11
"3497",93250,"VILLEMOMBLE","AR39",3
"3498",75012,"PARIS 12","AR4",9
"3499",75018,"PARIS 18","AR40",1
"3500",92000,"NANTERRE","AR401",1
"3501",42300,"ROANNE","AR406",3
"3502",94600,"CHOISY-LE-ROI","AR42",2
"3503",92000,"NANTERRE","AR434",9
"3504",31830,"PLAISANCE DU TOUCH","AR437",1
"3505",51100,"REIMS","AR447",4
"3506",75016,"PARIS 16","AR45",7
"3507",31830,"PLAISANCE DU TOUCH","AR451",1
"3508",75016,"PARIS 16","AR46",1
"3509",75018,"PARIS 18","AR46",1
"3510",92000,"NANTERRE","AR467",2
"3511",75016,"PARIS 16","AR47",5
"3512",51100,"REIMS","AR480",1
"3513",93160,"NOISY-LE-GRAND","AR481",2
"3514",51100,"REIMS","AR489",3
"3515",75015,"PARIS 15","AR49",2
"3516",75016,"PARIS 16","AR49",3
"3517",75018,"PARIS 18","AR5",6
"3518",75016,"PARIS 16","AR51",1
"3519",93140,"BONDY","AR52",2
"3520",75016,"PARIS 16","AR52",3
"3521",75016,"PARIS 16","AR53",2
"3522",92230,"GENNEVILLIERS","AR54",4
"3523",75012,"PARIS 12","AR55",4
"3524",51100,"REIMS","AR558",7
"3525",92130,"ISSY-LES-MOULINEAUX","AR56",1
"3526",75012,"PARIS 12","AR56",2
"3527",75016,"PARIS 16","AR57",2
"3528",75018,"PARIS 18","AR57",1
"3529",94600,"CHOISY-LE-ROI","AR59",5
"3530",93250,"VILLEMOMBLE","AR59",2
"3531",75018,"PARIS 18","AR6",2
"3532",75020,"PARIS 20","AR6",1
"3533",94600,"CHOISY-LE-ROI","AR60",3
"3534",75016,"PARIS 16","AR61",4
"3535",75016,"PARIS 16","AR62",2
"3536",75018,"PARIS 18","AR65",7
"3537",75020,"PARIS 20","AR66",1
"3538",93140,"BONDY","AR68",3
"3539",75020,"PARIS 20","AR69",19
"3540",93160,"NOISY-LE-GRAND","AR695",2
"3541",93160,"NOISY-LE-GRAND","AR697",1
"3542",51100,"REIMS","AR719",2
"3543",75016,"PARIS 16","AR73",2
"3544",75016,"PARIS 16","AR76",1
"3545",75018,"PARIS 18","AR76",2
"3546",51100,"REIMS","AR765",2
"3547",13100,"AIX EN PROVENCE","AR8",1
"3548",55100,"VERDUN","AR8",2
"3549",75020,"PARIS 20","AR81",3
"3550",51100,"REIMS","AR812",1
"3551",51100,"REIMS","AR817",4
"3552",75018,"PARIS 18","AR82",2
"3553",92230,"GENNEVILLIERS","AR83",1
"3554",51100,"REIMS","AR837",6
"3555",75016,"PARIS 16","AR84",1
"3556",13100,"AIX EN PROVENCE","AR85",2
"3557",93700,"DRANCY","AR85",2
"3558",92230,"GENNEVILLIERS","AR85",2
"3559",75016,"PARIS 16","AR85",1
"3560",33100,"BORDEAUX","AR86",3
"3561",51100,"REIMS","AR883",1
"3562",93250,"VILLEMOMBLE","AR89",4
"3563",13100,"AIX EN PROVENCE","AR90",1
"3564",75018,"PARIS 18","AR91",1
"3565",13100,"AIX EN PROVENCE","AR92",1
"3566",93110,"ROSNY-SOUS-BOIS","AR93",1
"3567",93160,"NOISY-LE-GRAND","AS1",1
"3568",75016,"PARIS 16","AS10",2
"3569",93800,"EPINAY SUR SEINE","AS103",5
"3570",92130,"ISSY-LES-MOULINEAUX","AS103",1
"3571",93700,"DRANCY","AS104",1
