"","cp","ville","cle","nb"
"3572",94600,"CHOISY-LE-ROI","AS109",1
"3573",75016,"PARIS 16","AS11",2
"3574",75020,"PARIS 20","AS111",3
"3575",75018,"PARIS 18","AS112",2
"3576",75020,"PARIS 20","AS112",3
"3577",75018,"PARIS 18","AS113",3
"3578",75018,"PARIS 18","AS115",1
"3579",75018,"PARIS 18","AS117",1
"3580",75016,"PARIS 16","AS12",2
"3581",93800,"EPINAY SUR SEINE","AS120",6
"3582",75020,"PARIS 20","AS122",2
"3583",13100,"AIX EN PROVENCE","AS123",6
"3584",75020,"PARIS 20","AS123",2
"3585",75020,"PARIS 20","AS124",2
"3586",93250,"VILLEMOMBLE","AS126",3
"3587",94600,"CHOISY-LE-ROI","AS129",1
"3588",91000,"EVRY-COURCOURONNES","AS130",7
"3589",75018,"PARIS 18","AS132",2
"3590",13100,"AIX EN PROVENCE","AS133",1
"3591",75020,"PARIS 20","AS135",2
"3592",75018,"PARIS 18","AS138",3
"3593",75012,"PARIS 12","AS14",2
"3594",75020,"PARIS 20","AS14",2
"3595",75018,"PARIS 18","AS141",1
"3596",75018,"PARIS 18","AS143",1
"3597",13100,"AIX EN PROVENCE","AS144",2
"3598",75018,"PARIS 18","AS146",1
"3599",92130,"ISSY-LES-MOULINEAUX","AS147",2
"3600",75018,"PARIS 18","AS149",1
"3601",75012,"PARIS 12","AS15",3
"3602",75016,"PARIS 16","AS15",1
"3603",13100,"AIX EN PROVENCE","AS153",1
"3604",13100,"AIX EN PROVENCE","AS155",1
"3605",92130,"ISSY-LES-MOULINEAUX","AS156",2
"3606",75018,"PARIS 18","AS156",3
"3607",77230,"MOUSSY-LE-NEUF","AS157",1
"3608",75020,"PARIS 20","AS157",2
"3609",75018,"PARIS 18","AS159",13
"3610",75012,"PARIS 12","AS16",4
"3611",75016,"PARIS 16","AS16",1
"3612",94600,"CHOISY-LE-ROI","AS160",1
"3613",13100,"AIX EN PROVENCE","AS161",1
"3614",75018,"PARIS 18","AS162",1
"3615",75018,"PARIS 18","AS165",5
"3616",85000,"ROCHE SUR YON (LA)","AS165",1
"3617",85000,"MOUILLERON-LE-CAPTIF","AS166",1
"3618",93140,"BONDY","AS167",2
"3619",13100,"AIX EN PROVENCE","AS174",1
"3620",75016,"PARIS 16","AS18",2
"3621",75018,"PARIS 18","AS180",3
"3622",75018,"PARIS 18","AS181",3
"3623",75018,"PARIS 18","AS183",5
"3624",77230,"MOUSSY-LE-NEUF","AS186",1
"3625",75018,"PARIS 18","AS187",1
"3626",94000,"CRETEIL","AS19",2
"3627",51100,"REIMS","AS190",5
"3628",94000,"CRETEIL","AS197",6
"3629",93140,"BONDY","AS198",1
"3630",93800,"EPINAY SUR SEINE","AS20",1
"3631",85000,"MOUILLERON-LE-CAPTIF","AS200",3
"3632",75018,"PARIS 18","AS200",1
"3633",75018,"PARIS 18","AS203",2
"3634",33100,"BORDEAUX","AS207",1
"3635",75018,"PARIS 18","AS208",2
"3636",75016,"PARIS 16","AS21",4
"3637",75018,"PARIS 18","AS210",2
"3638",75018,"PARIS 18","AS212",1
"3639",13100,"AIX EN PROVENCE","AS215",1
"3640",91000,"EVRY-COURCOURONNES","AS22",12
"3641",75012,"PARIS 12","AS22",2
"3642",13100,"AIX EN PROVENCE","AS221",1
"3643",13100,"AIX EN PROVENCE","AS223",6
"3644",13100,"AIX EN PROVENCE","AS225",1
"3645",75020,"PARIS 20","AS227",16
"3646",91800,"BRUNOY","AS23",2
"3647",77230,"MOUSSY-LE-NEUF","AS231",3
"3648",13100,"AIX EN PROVENCE","AS235",2
"3649",75016,"PARIS 16","AS24",1
"3650",91000,"EVRY-COURCOURONNES","AS25",5
"3651",85000,"MOUILLERON-LE-CAPTIF","AS252",6
"3652",75020,"PARIS 20","AS257",7
"3653",75012,"PARIS 12","AS26",4
"3654",75012,"PARIS 12","AS27",3
"3655",75016,"PARIS 16","AS27",2
"3656",75018,"PARIS 18","AS27",2
"3657",13100,"AIX EN PROVENCE","AS272",4
"3658",13100,"AIX EN PROVENCE","AS274",1
"3659",75012,"PARIS 12","AS28",4
"3660",51100,"REIMS","AS28",2
"3661",75020,"PARIS 20","AS281",2
"3662",77230,"MOUSSY-LE-NEUF","AS282",1
"3663",13100,"AIX EN PROVENCE","AS283",1
"3664",51100,"REIMS","AS287",1
"3665",13100,"AIX EN PROVENCE","AS29",6
"3666",75012,"PARIS 12","AS29",3
"3667",75016,"PARIS 16","AS29",2
"3668",91220,"BRETIGNY SUR ORGE","AS291",3
"3669",93160,"NOISY-LE-GRAND","AS299",2
"3670",93140,"BONDY","AS3",2
"3671",75018,"PARIS 18","AS3",2
"3672",31830,"PLAISANCE DU TOUCH","AS302",1
"3673",75012,"PARIS 12","AS31",1
"3674",13100,"AIX EN PROVENCE","AS310",1
"3675",13100,"AIX EN PROVENCE","AS311",1
"3676",42300,"MABLY","AS312",1
"3677",33100,"BORDEAUX","AS328",1
"3678",13100,"AIX EN PROVENCE","AS336",1
"3679",75012,"PARIS 12","AS34",1
"3680",13100,"AIX EN PROVENCE","AS342",1
"3681",91800,"BRUNOY","AS356",1
"3682",13100,"AIX EN PROVENCE","AS36",1
"3683",75018,"PARIS 18","AS36",2
"3684",31830,"PLAISANCE DU TOUCH","AS376",1
"3685",31830,"PLAISANCE DU TOUCH","AS378",1
"3686",51100,"REIMS","AS380",2
"3687",31830,"PLAISANCE DU TOUCH","AS382",1
"3688",31830,"PLAISANCE DU TOUCH","AS383",1
"3689",31830,"PLAISANCE DU TOUCH","AS384",1
"3690",31830,"PLAISANCE DU TOUCH","AS385",1
"3691",31830,"PLAISANCE DU TOUCH","AS386",1
"3692",31830,"PLAISANCE DU TOUCH","AS387",1
"3693",31830,"PLAISANCE DU TOUCH","AS388",1
"3694",31830,"PLAISANCE DU TOUCH","AS395",2
"3695",31830,"PLAISANCE DU TOUCH","AS400",1
"3696",75012,"PARIS 12","AS41",5
"3697",93110,"ROSNY-SOUS-BOIS","AS43",2
"3698",75012,"PARIS 12","AS44",2
"3699",51100,"REIMS","AS45",2
"3700",94000,"CRETEIL","AS47",2
"3701",29120,"PONT L ABBE","AS476",1
"3702",94000,"CRETEIL","AS48",1
"3703",75016,"PARIS 16","AS48",9
"3704",75012,"PARIS 12","AS49",2
"3705",93800,"EPINAY SUR SEINE","AS50",2
"3706",75018,"PARIS 18","AS50",2
"3707",51100,"REIMS","AS51",2
"3708",93110,"ROSNY-SOUS-BOIS","AS51",4
"3709",75018,"PARIS 18","AS52",1
"3710",93110,"ROSNY-SOUS-BOIS","AS52",4
"3711",13100,"AIX EN PROVENCE","AS53",1
"3712",91000,"EVRY-COURCOURONNES","AS53",3
"3713",75012,"PARIS 12","AS55",2
"3714",75018,"PARIS 18","AS55",2
"3715",93110,"ROSNY-SOUS-BOIS","AS55",2
"3716",91080,"EVRY-COURCOURONNES","AS57",6
"3717",75018,"PARIS 18","AS57",1
"3718",85000,"ROCHE SUR YON (LA)","AS592",1
"3719",75016,"PARIS 16","AS60",3
"3720",93160,"NOISY-LE-GRAND","AS604",1
"3721",93160,"NOISY-LE-GRAND","AS607",1
"3722",93160,"NOISY-LE-GRAND","AS609",1
"3723",91000,"EVRY-COURCOURONNES","AS61",1
"3724",93160,"NOISY-LE-GRAND","AS612",1
"3725",75016,"PARIS 16","AS62",3
"3726",75018,"PARIS 18","AS63",1
"3727",75020,"PARIS 20","AS63",1
"3728",29120,"PONT L ABBE","AS63",1
"3729",75018,"PARIS 18","AS68",3
"3730",93140,"BONDY","AS69",1
"3731",93700,"DRANCY","AS69",19
"3732",75018,"PARIS 18","AS7",2
"3733",91800,"BRUNOY","AS71",1
"3734",75018,"PARIS 18","AS71",3
"3735",91800,"BRUNOY","AS72",2
"3736",92130,"ISSY-LES-MOULINEAUX","AS72",5
"3737",75012,"PARIS 12","AS72",5
"3738",75012,"PARIS 12","AS74",2
"3739",92130,"ISSY-LES-MOULINEAUX","AS75",3
"3740",92130,"ISSY-LES-MOULINEAUX","AS76",3
"3741",75016,"PARIS 16","AS76",3
"3742",75012,"PARIS 12","AS77",2
"3743",92140,"CLAMART","AS8",4
"3744",13100,"AIX EN PROVENCE","AS80",3
"3745",93250,"VILLEMOMBLE","AS80",2
"3746",92130,"ISSY-LES-MOULINEAUX","AS83",1
"3747",33100,"BORDEAUX","AS84",1
"3748",13100,"AIX EN PROVENCE","AS86",1
"3749",75016,"BOULOGNE-BILLANCOURT","AS87",6
"3750",75020,"PARIS 20","AS87",3
"3751",75018,"PARIS 18","AS88",2
"3752",75012,"PARIS 12","AS92",3
"3753",51100,"REIMS","AT1",3
"3754",75012,"PARIS 12","AT10",8
"3755",75018,"PARIS 18","AT11",3
"3756",93140,"BONDY","AT111",1
"3757",13100,"AIX EN PROVENCE","AT113",2
"3758",75018,"PARIS 18","AT113",1
"3759",51100,"REIMS","AT113",2
"3760",93140,"BONDY","AT114",3
"3761",93140,"BONDY","AT118",1
"3762",75018,"PARIS 18","AT118",1
"3763",75018,"PARIS 18","AT119",1
"3764",42300,"ROANNE","AT119",2
"3765",75012,"PARIS 12","AT12",5
"3766",30900,"NIMES","AT120",1
"3767",30900,"NIMES","AT121",1
"3768",51100,"REIMS","AT121",9
"3769",30900,"NIMES","AT122",1
"3770",75018,"PARIS 18","AT122",4
"3771",30900,"NIMES","AT123",1
"3772",30900,"NIMES","AT124",1
"3773",75018,"PARIS 18","AT128",1
"3774",93800,"EPINAY SUR SEINE","AT129",1
"3775",75012,"PARIS 12","AT13",5
"3776",75018,"PARIS 18","AT132",1
"3777",13100,"AIX EN PROVENCE","AT135",1
"3778",75018,"PARIS 18","AT135",1
"3779",13100,"AIX EN PROVENCE","AT139",1
"3780",75012,"PARIS 12","AT14",2
"3781",91800,"BRUNOY","AT142",2
"3782",75018,"PARIS 18","AT142",2
"3783",75018,"PARIS 18","AT143",3
"3784",13100,"AIX EN PROVENCE","AT145",1
"3785",93110,"ROSNY-SOUS-BOIS","AT145",1
"3786",93250,"VILLEMOMBLE","AT153",1
"3787",75018,"PARIS 18","AT154",2
"3788",75018,"PARIS 18","AT156",1
"3789",51100,"REIMS","AT156",1
"3790",13100,"AIX EN PROVENCE","AT158",1
"3791",75018,"PARIS 18","AT158",1
"3792",55100,"VERDUN","AT158",2
"3793",93800,"EPINAY SUR SEINE","AT161",2
"3794",13100,"AIX EN PROVENCE","AT164",4
"3795",13100,"AIX EN PROVENCE","AT169",6
"3796",93110,"ROSNY-SOUS-BOIS","AT171",2
"3797",94000,"CRETEIL","AT172",2
"3798",75018,"PARIS 18","AT175",2
"3799",94000,"CRETEIL","AT176",4
"3800",91000,"EVRY-COURCOURONNES","AT18",5
"3801",13100,"AIX EN PROVENCE","AT180",2
"3802",75018,"PARIS 18","AT180",1
"3803",51100,"REIMS","AT180",2
"3804",75018,"PARIS 18","AT187",1
"3805",51100,"REIMS","AT187",2
"3806",75018,"PARIS 18","AT19",3
"3807",75020,"PARIS 20","AT19",6
"3808",75018,"PARIS 18","AT194",2
"3809",93140,"BONDY","AT195",4
"3810",13100,"AIX EN PROVENCE","AT196",2
"3811",13100,"AIX EN PROVENCE","AT2",2
"3812",75020,"PARIS 20","AT2",8
"3813",75018,"PARIS 18","AT20",6
"3814",51100,"REIMS","AT209",1
"3815",91000,"EVRY-COURCOURONNES","AT21",6
"3816",75018,"PARIS 18","AT21",3
"3817",93140,"BONDY","AT215",5
"3818",75020,"PARIS 20","AT22",6
"3819",13100,"AIX EN PROVENCE","AT222",1
"3820",55100,"VERDUN","AT223",1
"3821",51100,"REIMS","AT233",2
"3822",51100,"REIMS","AT237",2
"3823",51100,"REIMS","AT248",3
"3824",91000,"EVRY-COURCOURONNES","AT25",2
"3825",75012,"PARIS 12","AT25",1
"3826",77230,"MOUSSY-LE-NEUF","AT250",1
"3827",51100,"REIMS","AT259",1
"3828",75018,"PARIS 18","AT26",2
"3829",51100,"REIMS","AT264",1
"3830",91800,"BRUNOY","AT269",1
"3831",75012,"PARIS 12","AT27",7
"3832",75018,"PARIS 18","AT27",2
"3833",75020,"PARIS 20","AT27",2
"3834",91800,"BRUNOY","AT279",2
"3835",92130,"ISSY-LES-MOULINEAUX","AT28",5
"3836",75018,"PARIS 18","AT28",1
"3837",51100,"REIMS","AT284",1
"3838",51100,"REIMS","AT298",2
"3839",75012,"PARIS 12","AT3",2
"3840",75016,"BOULOGNE-BILLANCOURT","AT31",4
"3841",75018,"PARIS 18","AT31",2
"3842",75018,"PARIS 18","AT32",1
"3843",51100,"REIMS","AT324",7
"3844",77230,"MOUSSY-LE-NEUF","AT332",2
"3845",51100,"REIMS","AT334",6
"3846",77230,"MOUSSY-LE-NEUF","AT336",1
"3847",75018,"PARIS 18","AT34",6
"3848",42300,"ROANNE","AT355",2
"3849",75018,"PARIS 18","AT36",1
"3850",91800,"BRUNOY","AT365",4
"3851",51100,"REIMS","AT374",3
"3852",51100,"REIMS","AT375",2
"3853",75020,"PARIS 20","AT38",6
"3854",42300,"ROANNE","AT382",1
"3855",77230,"MOUSSY-LE-NEUF","AT385",1
"3856",77230,"MOUSSY-LE-NEUF","AT399",1
"3857",75018,"PARIS 18","AT4",1
"3858",75018,"PARIS 18","AT40",1
"3859",42300,"ROANNE","AT400",1
"3860",42300,"ROANNE","AT401",1
"3861",91800,"BRUNOY","AT409",1
"3862",13100,"AIX EN PROVENCE","AT41",1
"3863",75018,"PARIS 18","AT41",2
"3864",91800,"BRUNOY","AT410",1
"3865",77230,"MOUSSY-LE-NEUF","AT410",1
"3866",75020,"PARIS 20","AT42",2
"3867",77230,"MOUSSY-LE-NEUF","AT426",1
"3868",91800,"BRUNOY","AT428",1
"3869",91000,"EVRY-COURCOURONNES","AT43",2
"3870",91000,"EVRY-COURCOURONNES","AT44",2
"3871",75020,"PARIS 20","AT44",5
"3872",51100,"REIMS","AT44",8
"3873",75012,"PARIS 12","AT45",2
"3874",75018,"PARIS 18","AT45",2
"3875",42300,"ROANNE","AT450",1
"3876",93140,"BONDY","AT47",3
"3877",75020,"PARIS 20","AT47",4
"3878",51100,"REIMS","AT47",2
"3879",94600,"CHOISY-LE-ROI","AT48",1
"3880",30000,"NIMES","AT48",1
"3881",93250,"VILLEMOMBLE","AT48",1
"3882",51100,"REIMS","AT492",4
"3883",77230,"MOUSSY-LE-NEUF","AT501",1
"3884",30000,"NIMES","AT51",1
"3885",75012,"PARIS 12","AT51",6
"3886",51100,"REIMS","AT515",2
"3887",75012,"PARIS 12","AT52",2
"3888",51100,"REIMS","AT525",2
"3889",13100,"AIX EN PROVENCE","AT53",1
"3890",75018,"PARIS 18","AT53",4
"3891",93800,"EPINAY SUR SEINE","AT54",2
"3892",75018,"PARIS 18","AT54",4
"3893",13100,"AIX EN PROVENCE","AT56",2
"3894",75018,"PARIS 18","AT59",5
"3895",77230,"MOUSSY-LE-NEUF","AT603",4
"3896",77230,"MOUSSY-LE-NEUF","AT605",1
"3897",91800,"BRUNOY","AT634",1
"3898",13100,"AIX EN PROVENCE","AT64",1
"3899",75018,"PARIS 18","AT65",8
"3900",93140,"BONDY","AT66",3
"3901",75018,"PARIS 18","AT67",2
"3902",51100,"REIMS","AT67",4
"3903",75020,"PARIS 20","AT68",8
"3904",42300,"ROANNE","AT683",1
"3905",42300,"ROANNE","AT685",1
"3906",51100,"REIMS","AT69",2
"3907",77230,"MOUSSY-LE-NEUF","AT694",1
"3908",75012,"PARIS 12","AT7",2
"3909",75020,"PARIS 20","AT7",2
"3910",30900,"NIMES","AT72",1
"3911",51100,"REIMS","AT72",2
"3912",30900,"NIMES","AT74",1
"3913",77230,"MOUSSY-LE-NEUF","AT746",1
"3914",30900,"NIMES","AT75",1
"3915",30900,"NIMES","AT76",1
"3916",51100,"REIMS","AT77",3
"3917",77230,"MOUSSY-LE-NEUF","AT771",1
"3918",75018,"PARIS 18","AT8",2
"3919",33100,"BORDEAUX","AT82",1
"3920",93110,"ROSNY-SOUS-BOIS","AT82",2
"3921",91000,"EVRY-COURCOURONNES","AT89",6
"3922",51100,"REIMS","AT9",2
"3923",93140,"BONDY","AT91",2
"3924",13100,"AIX EN PROVENCE","AT92",1
"3925",93140,"BONDY","AT92",2
"3926",75018,"PARIS 18","AT92",2
"3927",75018,"PARIS 18","AT93",2
"3928",93110,"ROSNY-SOUS-BOIS","AT97",2
"3929",13100,"AIX EN PROVENCE","AT99",1
"3930",75016,"BOULOGNE-BILLANCOURT","AT99",2
"3931",77230,"MOUSSY-LE-NEUF","AT99",3
"3932",75018,"PARIS 18","AT99",1
"3933",75018,"PARIS 18","AU10",3
"3934",75018,"PARIS 18","AU100",2
"3935",75018,"PARIS 18","AU103",2
"3936",93800,"EPINAY SUR SEINE","AU110",25
"3937",93800,"EPINAY SUR SEINE","AU118",2
"3938",75018,"PARIS 18","AU128",2
"3939",92000,"NANTERRE","AU134",1
"3940",92130,"ISSY-LES-MOULINEAUX","AU139",2
"3941",92130,"ISSY-LES-MOULINEAUX","AU140",4
"3942",92130,"ISSY-LES-MOULINEAUX","AU141",1
"3943",92000,"NANTERRE","AU16",4
"3944",93140,"BONDY","AU163",2
"3945",94600,"CHOISY-LE-ROI","AU187",2
"3946",93110,"ROSNY-SOUS-BOIS","AU202",1
"3947",94000,"CRETEIL","AU21",8
"3948",94600,"CHOISY-LE-ROI","AU242",3
"3949",92130,"ISSY-LES-MOULINEAUX","AU27",4
"3950",75018,"PARIS 18","AU28",2
"3951",93110,"ROSNY-SOUS-BOIS","AU283",3
"3952",92000,"NANTERRE","AU3",9
"3953",93800,"EPINAY SUR SEINE","AU31",4
"3954",92130,"ISSY-LES-MOULINEAUX","AU49",2
"3955",75018,"PARIS 18","AU50",2
"3956",94600,"CHOISY-LE-ROI","AU58",11
"3957",75018,"PARIS 18","AU58",3
"3958",93110,"ROSNY-SOUS-BOIS","AU58",2
"3959",75018,"PARIS 18","AU60",1
"3960",93140,"BONDY","AU62",3
"3961",93800,"EPINAY SUR SEINE","AU62",1
"3962",75018,"PARIS 18","AU64",2
"3963",75018,"PARIS 18","AU65",1
"3964",92000,"NANTERRE","AU68",44
"3965",75018,"PARIS 18","AU80",1
"3966",75018,"PARIS 18","AU82",2
"3967",75018,"PARIS 18","AU84",4
"3968",92130,"ISSY-LES-MOULINEAUX","AU85",1
"3969",92130,"ISSY-LES-MOULINEAUX","AU87",10
"3970",75018,"PARIS 18","AU99",2
"3971",13100,"AIX EN PROVENCE","AV10",1
"3972",91800,"BRUNOY","AV100",1
"3973",30000,"NIMES","AV100",1
"3974",75018,"PARIS 18","AV101",2
"3975",94600,"CHOISY-LE-ROI","AV105",2
"3976",51100,"REIMS","AV1052",1
"3977",51100,"REIMS","AV1060",8
"3978",75018,"PARIS 18","AV107",3
"3979",51100,"REIMS","AV1082",2
"3980",51100,"REIMS","AV1086",3
"3981",75018,"PARIS 18","AV109",4
"3982",51100,"REIMS","AV1091",2
"3983",75020,"PARIS 20","AV11",5
"3984",51100,"REIMS","AV1116",2
"3985",75018,"PARIS 18","AV112",2
"3986",51100,"REIMS","AV1123",2
"3987",31830,"PLAISANCE DU TOUCH","AV1148",1
"3988",75018,"PARIS 18","AV116",1
"3989",75018,"PARIS 18","AV120",1
"3990",33100,"BORDEAUX","AV121",2
"3991",30000,"NIMES","AV121",1
"3992",30000,"NIMES","AV122",1
"3993",30900,"NIMES","AV123",6
"3994",75018,"PARIS 18","AV123",2
"3995",29120,"PONT L ABBE","AV128",1
"3996",51100,"REIMS","AV129",1
"3997",75018,"PARIS 18","AV13",3
"3998",33100,"BORDEAUX","AV133",1
"3999",75016,"PARIS 16","AV14",3
"4000",75018,"PARIS 18","AV14",8
"4001",93140,"BONDY","AV140",6
"4002",42300,"ROANNE","AV141",3
"4003",51100,"REIMS","AV142",1
"4004",75018,"PARIS 18","AV148",2
"4005",29120,"PONT L ABBE","AV148",1
"4006",75016,"PARIS 16","AV15",5
"4007",29120,"PONT L ABBE","AV153",1
"4008",75018,"PARIS 18","AV155",1
"4009",51100,"REIMS","AV157",3
"4010",13100,"AIX EN PROVENCE","AV16",2
"4011",91000,"EVRY-COURCOURONNES","AV167",4
"4012",75018,"PARIS 18","AV17",3
"4013",75020,"PARIS 20","AV17",1
"4014",55100,"VERDUN","AV181",8
"4015",51100,"REIMS","AV186",1
"4016",42300,"ROANNE","AV189",2
"4017",75018,"PARIS 18","AV19",1
"4018",75018,"PARIS 18","AV20",2
"4019",75020,"PARIS 20","AV20",6
"4020",93140,"BONDY","AV209",3
"4021",91800,"BRUNOY","AV212",1
"4022",77230,"MOUSSY-LE-NEUF","AV212",1
"4023",31830,"PLAISANCE DU TOUCH","AV219",2
"4024",42300,"ROANNE","AV226",3
"4025",51100,"REIMS","AV228",1
"4026",75016,"PARIS 16","AV23",1
"4027",51100,"REIMS","AV25",2
"4028",51100,"REIMS","AV252",1
"4029",75020,"PARIS 20","AV26",1
"4030",31830,"PLAISANCE DU TOUCH","AV27",1
"4031",93110,"ROSNY-SOUS-BOIS","AV278",1
"4032",75018,"PARIS 18","AV28",1
"4033",75018,"PARIS 18","AV29",1
"4034",51100,"REIMS","AV29",2
"4035",75016,"PARIS 16","AV30",1
"4036",31830,"PLAISANCE DU TOUCH","AV303",1
"4037",31830,"PLAISANCE DU TOUCH","AV305",3
"4038",94000,"CRETEIL","AV31",2
"4039",75016,"PARIS 16","AV31",3
"4040",75018,"PARIS 18","AV31",4
"4041",75018,"PARIS 18","AV32",12
"4042",91800,"BRUNOY","AV326",1
"4043",51100,"REIMS","AV33",1
"4044",51100,"REIMS","AV334",1
"4045",93110,"ROSNY-SOUS-BOIS","AV336",1
"4046",77230,"MOUSSY-LE-NEUF","AV337",1
"4047",29120,"PONT L ABBE","AV348",1
"4048",29120,"PONT L ABBE","AV349",1
"4049",29120,"PONT L ABBE","AV350",1
"4050",29120,"PONT L ABBE","AV351",1
"4051",29120,"PONT L ABBE","AV354",1
"4052",29120,"PONT L ABBE","AV355",1
"4053",29120,"PONT L ABBE","AV356",1
"4054",29120,"PONT L ABBE","AV357",1
"4055",29120,"PONT L ABBE","AV358",1
"4056",29120,"PONT L ABBE","AV359",1
"4057",29120,"PONT L ABBE","AV360",1
"4058",29120,"PONT L ABBE","AV361",1
"4059",93110,"ROSNY-SOUS-BOIS","AV361",1
"4060",29120,"PONT L ABBE","AV362",1
"4061",29120,"PONT L ABBE","AV363",1
"4062",29120,"PONT L ABBE","AV366",1
"4063",51100,"REIMS","AV372",2
"4064",51100,"REIMS","AV377",2
"4065",93110,"ROSNY-SOUS-BOIS","AV379",2
"4066",75016,"PARIS 16","AV38",3
"4067",51100,"REIMS","AV38",1
"4068",91080,"EVRY-COURCOURONNES","AV382",1
"4069",77230,"MOUSSY-LE-NEUF","AV382",3
"4070",51100,"REIMS","AV389",1
"4071",51100,"REIMS","AV396",3
"4072",75020,"PARIS 20","AV4",1
"4073",75016,"PARIS 16","AV40",3
"4074",91080,"EVRY-COURCOURONNES","AV404",1
"4075",75016,"PARIS 16","AV41",1
"4076",75018,"PARIS 18","AV41",1
"4077",51100,"REIMS","AV410",4
"4078",75018,"PARIS 18","AV42",1
"4079",51100,"REIMS","AV431",2
"4080",75018,"PARIS 18","AV45",2
"4081",75016,"PARIS 16","AV46",1
"4082",75018,"PARIS 18","AV46",3
"4083",51100,"REIMS","AV49",2
"4084",13100,"AIX EN PROVENCE","AV53",1
"4085",75018,"PARIS 18","AV53",2
"4086",13100,"AIX EN PROVENCE","AV54",1
"4087",93110,"ROSNY-SOUS-BOIS","AV542",20
"4088",75016,"PARIS 16","AV55",1
"4089",91220,"BRETIGNY SUR ORGE","AV551",1
"4090",51100,"REIMS","AV556",2
"4091",55100,"VERDUN","AV56",4
"4092",91080,"EVRY-COURCOURONNES","AV576",1
"4093",75016,"PARIS 16","AV58",1
"4094",94000,"CRETEIL","AV60",2
"4095",75018,"PARIS 18","AV60",1
"4096",51100,"REIMS","AV606",1
"4097",51100,"REIMS","AV636",1
"4098",75018,"PARIS 18","AV65",1
"4099",51100,"REIMS","AV654",1
"4100",75018,"PARIS 18","AV66",3
"4101",51100,"REIMS","AV662",1
"4102",75018,"PARIS 18","AV67",1
"4103",51100,"REIMS","AV681",12
"4104",51100,"REIMS","AV684",1
"4105",75018,"PARIS 18","AV7",12
"4106",77230,"MOUSSY-LE-NEUF","AV70",1
"4107",75018,"PARIS 18","AV70",3
"4108",93160,"NOISY-LE-GRAND","AV707",7
"4109",33100,"BORDEAUX","AV71",4
"4110",75018,"PARIS 18","AV71",1
"4111",55100,"VERDUN","AV71",1
"4112",51100,"REIMS","AV719",1
"4113",75018,"PARIS 18","AV72",4
"4114",75018,"PARIS 18","AV73",2
"4115",51100,"REIMS","AV73",1
"4116",13100,"AIX EN PROVENCE","AV74",1
"4117",75018,"PARIS 18","AV75",2
"4118",51100,"REIMS","AV761",3
"4119",51100,"REIMS","AV766",1
"4120",94600,"CHOISY-LE-ROI","AV77",5
"4121",13100,"AIX EN PROVENCE","AV79",2
"4122",51100,"REIMS","AV791",6
"4123",75016,"PARIS 16","AV8",1
"4124",75018,"PARIS 18","AV8",5
"4125",51100,"REIMS","AV80",1
"4126",75016,"PARIS 16","AV82",1
"4127",75018,"PARIS 18","AV82",1
"4128",29120,"PONT L ABBE","AV82",1
"4129",51100,"REIMS","AV82",1
"4130",51100,"REIMS","AV833",1
"4131",51100,"REIMS","AV834",1
"4132",94600,"CHOISY-LE-ROI","AV84",3
"4133",51100,"REIMS","AV846",2
"4134",51100,"REIMS","AV857",4
"4135",51100,"REIMS","AV859",2
"4136",75018,"PARIS 18","AV89",1
"4137",94600,"CHOISY-LE-ROI","AV90",3
"4138",51100,"REIMS","AV903",4
"4139",75018,"PARIS 18","AV91",1
"4140",94600,"CHOISY-LE-ROI","AV92",3
"4141",51100,"REIMS","AV936",3
"4142",93800,"EPINAY SUR SEINE","AV94",2
"4143",51100,"REIMS","AV945",2
"4144",51100,"REIMS","AV946",2
"4145",30000,"NIMES","AV99",1
"4146",75018,"PARIS 18","AV99",2
"4147",75018,"PARIS 18","AW102",1
"4148",93160,"NOISY-LE-GRAND","AW1028",1
"4149",75018,"PARIS 18","AW107",5
"4150",75018,"PARIS 18","AW111",1
"4151",75018,"PARIS 18","AW112",1
"4152",91800,"BRUNOY","AW113",1
"4153",75018,"PARIS 18","AW113",1
"4154",75018,"PARIS 18","AW114",3
"4155",75018,"PARIS 18","AW116",1
"4156",75018,"PARIS 18","AW117",2
"4157",75018,"PARIS 18","AW121",22
"4158",75018,"PARIS 18","AW124",4
"4159",51100,"REIMS","AW127",1
"4160",33100,"BORDEAUX","AW13",2
"4161",91800,"BRUNOY","AW136",2
"4162",75018,"PARIS 18","AW136",2
"4163",85000,"ROCHE SUR YON (LA)","AW136",2
"4164",13100,"AIX EN PROVENCE","AW137",2
"4165",91220,"BRETIGNY SUR ORGE","AW137",1
"4166",77230,"MOUSSY-LE-NEUF","AW137",1
"4167",31830,"PLAISANCE DU TOUCH","AW14",1
"4168",91220,"BRETIGNY SUR ORGE","AW141",1
"4169",42300,"ROANNE","AW142",1
"4170",75018,"PARIS 18","AW143",11
"4171",33100,"BORDEAUX","AW155",2
"4172",33100,"BORDEAUX","AW156",1
"4173",33100,"BORDEAUX","AW159",2
"4174",51100,"REIMS","AW168",6
"4175",13100,"AIX EN PROVENCE","AW169",2
"4176",13100,"AIX EN PROVENCE","AW174",1
"4177",75018,"PARIS 18","AW18",2
"4178",75018,"PARIS 18","AW182",2
"4179",77230,"MOUSSY-LE-NEUF","AW192",1
"4180",51100,"REIMS","AW196",2
"4181",75018,"PARIS 18","AW2",1
"4182",51100,"REIMS","AW211",1
"4183",51100,"REIMS","AW213",4
"4184",42300,"MABLY","AW214",1
