"Code","LIB","mono","enf","Dipl","voit"
"38229","Meylan",14.5,7,4.1,89.2
"38230","Meyrié",9.7,6.3,4.1,94.9
"38231","Meyrieu-les-Étangs",7.9,6.3,6.8,98.3
"38232","Meyssiez",7.1,9.5,3.3,98.1
"38235","Miribel-Lanchâtre",7.4,11.1,3.1,97.6
"38236","Miribel-les-Échelles",13.7,10.6,4,95.7
"38237","Mizoën",7.7,0,5.7,97.7
"38238","Moidieu-Détourbe",13,7.3,4.4,95.9
"38239","Moirans",15.6,10.8,4.5,89.3
"38240","Moissieu-sur-Dolon",6.8,6.8,5.3,96.5
"38241","Monestier-d'Ambel",0,0,7.1,80
"38242","Monestier-de-Clermont",14.2,12.6,5.3,91.6
"38243","Le Monestier-du-Percy",31.4,6,6.4,90.6
"38244","Monsteroux-Milieu",10,9.9,6.3,96.9
"38245","Montagne",11.8,11.7,6.8,94
"38246","Montagnieu",9.3,14.5,4.4,95.7
"38247","Montalieu-Vercieu",20.6,14.8,5.9,90.1
"38248","Montaud",0,9.7,1.6,98.5
"38249","Montbonnot-Saint-Martin",12.4,6.2,3.2,96.1
"38250","Montcarra",15.6,9.4,2.5,96.4
"38252","Montchaboud",4.5,4.1,5.7,95.4
"38253","Les Deux Alpes",11.9,4.6,5.7,88.8
"38254","Monteynard",7.1,3.2,4,94.7
"38255","Montfalcon",22.2,0,4.9,94.8
"38256","Montferrat",13.6,8.2,5.4,89.7
"38257","Montrevel",16.9,3.2,6.6,97.7
"38258","Mont-Saint-Martin",0,0,8.7,94.7
"38259","Montseveroux",10.2,6.7,5.1,96.3
"38260","Moras",3.3,6.5,3.5,97
"38261","Morestel",16.4,15.3,6.6,88.8
"38263","Morette",24,4,5,95.7
"38264","La Morte",0,16.7,8.8,98.7
"38265","La Motte-d'Aveillans",14.6,8.9,7,90.1
"38266","La Motte-Saint-Martin",3.6,4.1,7.4,91.9
"38267","Mottier",2.2,11.1,3.3,97.9
"38268","Le Moutaret",20,6.7,23.5,96.2
"38269","La Mure",20.7,8.2,7.5,76.2
"38270","La Murette",14,8.4,5.9,94.7
"38271","Murianette",13.7,11.8,3.6,96.2
"38272","Murinais",8.4,7.8,5,92.2
"38273","Nantes-en-Ratier",13.3,6.4,4.2,95.5
"38275","Serre-Nerpol",11.1,5.6,5,97.5
"38276","Nivolas-Vermelle",17.8,12.5,4.6,93
"38277","Notre-Dame-de-Commiers",12.3,9.6,4.2,96.9
"38278","Notre-Dame-de-l'Osier",11.6,0,9.3,98.3
"38279","Notre-Dame-de-Mésage",7,9.5,5.2,96.6
"38280","Notre-Dame-de-Vaulx",6.5,6.5,5.3,95.7
"38281","Noyarey",9.2,6.3,4.3,93.9
"38282","Optevoz",24.5,9.4,4.6,97.4
"38283","Oris-en-Rattier",16.7,0,4.2,94.4
"38284","Ornacieux-Balbins",15.4,5.9,5,97.6
"38285","Ornon",0,10,5.9,98.6
"38286","Oulles",NA,NA,14.3,100
"38287","Oyeu",6.4,8,5.5,93.9
"38288","Oytier-Saint-Oblas",10.5,9.5,3.1,97.8
"38289","Oz",8.3,0,4.9,97
"38290","Pact",8.2,7.5,18.7,94.9
"38291","Pajay",13.3,10.2,5.8,95
"38292","Villages du Lac de Paladru",4.5,6.4,4.2,96.3
"38294","Panossas",5.2,8.9,3.7,96.9
"38295","Parmilieu",2.4,7.1,6.1,96.7
"38296","Le Passage",12.3,7,3.6,95.9
"38297","Arandon-Passins",18.9,10.8,5.6,95
"38298","Le Péage-de-Roussillon",18.2,17.6,5.7,83.3
"38299","Pellafol",0,12.5,11.5,89.9
"38300","Penol",22.7,9.1,6.9,93.2
"38301","Percy",0,0,4.5,94.7
"38303","La Pierre",6.5,6.5,3.9,97.5
"38304","Pierre-Châtel",13.5,8.8,6.6,91.9
"38307","Pisieu",9.2,9.1,7.4,95.7
"38308","Plan",12.5,6.4,7.9,94
"38309","Poisat",4.7,8.7,4.7,90.2
"38310","Poliénas",8.4,9.5,2.8,96.3
"38311","Pommier-de-Beaurepaire",11.6,11.4,18.1,92.7
"38313","Ponsonnas",0,0,7.5,96.2
"38314","Pontcharra",16.6,10.9,4.7,88.1
"38315","Le Pont-de-Beauvoisin",19.1,10.7,5.7,88.5
"38316","Pont-de-Chéruy",17.3,16,6,86.2
"38317","Le Pont-de-Claix",20.8,13.3,5.3,81.1
"38318","Pont-Évêque",15.1,17.2,5.1,82.8
"38319","Pont-en-Royans",9.5,7.4,5.5,79.2
"38320","Porcieu-Amblagnieu",7.5,9.3,5.8,94.7
"38321","Prébois",10,10,4.7,93.4
"38322","Presles",0,0,4.4,97.6
"38323","Pressins",11.5,11.2,4.6,96
"38324","Primarette",4.7,6.6,3.8,96.5
"38325","Proveysieux",6.5,12.9,4.4,95.3
"38326","Prunières",28,4,5.6,93.9
"38328","Quaix-en-Chartreuse",10.8,10.4,1.9,96
"38329","Quet-en-Beaumont",0,33.3,5.7,96.6
"38330","Quincieu",16.7,16.7,1.3,93.2
"38331","Réaumont",15.9,12.7,4.9,96.1
"38332","Renage",14.7,10.7,4.9,88.7
"38333","Rencurel",17.6,6.1,4.9,90.6
"38334","Revel",7.2,8.4,2.6,96.6
"38335","Revel-Tourdan",12.5,9.4,5.3,96.3
"38336","Reventin-Vaugris",8.9,8.9,4,96.9
"38337","Rives",16.5,9.7,4.9,89.5
"38338","La Rivière",11.6,8.3,3.6,94.7
"38339","Roche",7.5,8.3,3.8,96.3
"38340","Les Roches-de-Condrieu",19,8.8,4.9,84.7
"38341","Rochetoirin",14.1,6,4.7,97
"38342","Roissard",15.8,5.3,5.4,95.5
"38343","Romagnieu",8.1,8.2,5.6,95.8
"38344","Roussillon",16,13.1,5.2,89
"38345","Rovon",10.6,5.1,4.5,98.7
"38346","Royas",0,4.1,6.5,96.2
"38347","Roybon",15.4,7.2,4,88.3
"38348","Ruy-Montceau",10.5,6.2,4.5,95.7
"38349","Sablons",9.1,10.8,9.1,93.5
"38350","Sainte-Agnès",8.8,5.9,3.4,97.7
"38351","Saint-Agnin-sur-Bion",3.2,8,5,96.2
"38352","Saint-Alban-de-Roche",17.7,5.4,4.1,94.6
"38353","Saint-Alban-du-Rhône",6.1,4.9,15,95.9
"38354","Saint-Albin-de-Vaulserre",4.4,8.7,21.8,95.7
"38355","Saint-Andéol",11.1,11.1,7.9,94.8
"38356","Saint-André-en-Royans",5,4,14,93.1
"38357","Saint-André-le-Gaz",10.1,10.8,5.8,94.2
"38358","Sainte-Anne-sur-Gervonde",12.8,15.2,22.2,96.9
"38359","Saint Antoine l'Abbaye",14.9,8.6,5,93.6
"38360","Saint-Appolinard",4,0,6.3,95.7
"38361","Saint-Arey",0,0,7,94.3
"38362","Saint-Aupre",2.8,6.9,2.7,97.8
"38363","Saint-Barthélemy",17.8,7,5.7,95.2
"38364","Saint-Barthélemy-de-Séchilienne",0,7.8,22.3,93.5
"38365","Saint-Baudille-de-la-Tour",8.4,10.2,5.6,96.2
"38366","Saint-Baudille-et-Pipet",44.4,11.1,4.7,97.7
"38368","Saint-Blaise-du-Buis",12.5,7.6,11,95.1
"38369","Sainte-Blandine",6.8,4.5,4.7,97
"38370","Saint-Bonnet-de-Chavagne",7.5,7.5,6,97.3
"38372","Saint-Bueil",15,12.5,5.3,94.8
"38373","Saint-Cassien",6.5,6.5,5.9,96.9
"38374","Saint-Chef",9,9.5,4.7,95.9
"38375","Saint-Christophe-en-Oisans",0,0,9.2,98.2
"38376","Saint-Christophe-sur-Guiers",19,11.2,5.1,93.2
"38377","Saint-Clair-de-la-Tour",13.3,8.5,5.6,92.8
"38378","Saint-Clair-du-Rhône",11.2,5.6,4.4,91.4
"38379","Saint-Clair-sur-Galaure",6.2,12.5,5.4,94.9
"38380","Saint-Didier-de-Bizonnes",10,5,2.7,93.3
"38381","Saint-Didier-de-la-Tour",12,7.5,5.4,97.3
"38382","Saint-Égrève",16.4,8.3,4.6,88.5
"38383","Saint-Étienne-de-Crossey",7.1,7.6,3.2,96.8
"38384","Saint-Étienne-de-Saint-Geoirs",14.3,8.6,5.8,89.7
"38386","Saint-Geoire-en-Valdaine",12.2,6.8,4.3,94.1
"38387","Saint-Geoirs",0,6.7,5.8,95.9
"38388","Saint-Georges-de-Commiers",8.9,5.1,4.3,95.7
"38389","Saint-Georges-d'Espéranche",11.7,8.3,5.7,91.9
"38390","Saint-Gervais",25.2,11.9,6.1,96.2
"38391","Saint-Guillaume",0,6.7,2.2,94.4
"38392","Saint-Hilaire-de-Brens",8.3,8.3,5.3,96.2
"38393","Saint-Hilaire-de-la-Côte",6.1,7.2,4.2,97.7
"38394","Saint-Hilaire-du-Rosier",9.5,7.7,6.4,94.2
"38395","Plateau-des-Petites-Roches",11.5,9.4,2.8,93.2
"38396","Saint-Honoré",7.8,9.5,4.4,95.4
"38397","Saint-Ismier",10.3,6.5,3.3,96.5
"38398","Saint-Jean-d'Avelanne",9.8,9.8,4.9,93.8
"38399","Saint-Jean-de-Bournay",13,7.6,4.9,89.5
"38400","Saint-Jean-de-Moirans",9.4,9,4.1,94.3
"38401","Saint-Jean-de-Soudain",12.7,10.8,5.2,95.9
"38402","Saint-Jean-de-Vaulx",21.2,9.1,5.2,99.1
"38403","Saint-Jean-d'Hérans",5.9,5.7,7.1,97.1
"38404","Saint-Jean-le-Vieux",6.2,12.5,13.7,95.4
"38405","Saint-Joseph-de-Rivière",11.4,8.6,4.5,93.9
"38406","Saint-Julien-de-l'Herms",25,25,9.3,95.2
"38407","La Sure en Chartreuse",6.5,6.5,4.7,96.9
"38408","Saint-Just-Chaleyssin",8.9,8.8,4.4,96.1
"38409","Saint-Just-de-Claix",14.1,7.1,6.6,95.6
"38410","Saint-Lattier",4.7,8.1,6.8,96.6
"38412","Saint-Laurent-du-Pont",15.1,8.8,4.5,88.2
"38413","Saint-Laurent-en-Beaumont",8,16,7.1,88.9
"38414","Sainte-Luce",0,50,0,92.9
"38415","Saint-Marcel-Bel-Accueil",8.7,5.4,4,95.8
"38416","Saint-Marcellin",15.5,7.5,5.9,79.9
"38417","Sainte-Marie-d'Alloix",13.8,10,5.6,96.2
"38418","Sainte-Marie-du-Mont",0,9.1,1.1,97
"38419","Saint-Martin-de-Clelles",25,8.3,4.9,94.2
"38420","Saint-Martin-de-Vaulserre",18.8,12.5,4.3,97
"38421","Saint-Martin-d'Hères",18.7,10.8,3.8,72.5
"38422","Saint-Martin-d'Uriage",8.8,8.5,3.1,96.2
"38423","Saint-Martin-le-Vinoux",18.9,11,3.5,84.7
"38424","Saint-Maurice-en-Trièves",30,10,4,94.3
"38425","Saint-Maurice-l'Exil",13.6,13.3,5.6,93.1
"38426","Saint-Maximin",4.8,4.6,2.6,94.3
"38427","Saint-Michel-de-Saint-Geoirs",5.6,11.1,3.5,97.6
"38428","Saint-Michel-en-Beaumont",50,0,11.5,94.1
"38429","Saint-Michel-les-Portes",18.7,6.2,3.4,96.8
"38430","Saint-Mury-Monteymond",5,4.3,2.1,95.9
"38431","Saint-Nazaire-les-Eymes",8.3,8.1,3.1,96.5
"38432","Saint-Nicolas-de-Macherin",5.3,7.1,21.1,96.5
"38433","Saint-Nizier-du-Moucherotte",8.8,5.6,3.2,96.1
"38434","Saint-Ondras",2.7,7.9,5,96.1
"38436","Saint-Paul-de-Varces",8.8,7.2,4.3,97.1
"38437","Saint-Paul-d'Izeaux",6,16.8,5.8,93.6
"38438","Saint-Paul-lès-Monestier",6.6,6.8,4.2,98.1
"38439","Crêts en Belledonne",13.6,9.8,5.4,92.5
"38440","Saint-Pierre-de-Bressieux",6.2,6.2,3.8,96
"38442","Saint-Pierre-de-Chartreuse",14.5,5.5,4.7,95.1
"38443","Saint-Pierre-de-Chérennes",3.2,6.2,19.5,96.1
"38444","Saint-Pierre-de-Méaroz",14.3,0,6.6,88.1
"38445","Saint-Pierre-de-Mésage",10.6,8.6,5.6,93.5
"38446","Saint-Pierre-d'Entremont",5.7,11.2,5.5,89.8
"38448","Saint-Prim",3.5,5.9,3,98.9
"38449","Saint-Quentin-Fallavier",18.1,12.5,4.9,90.6
"38450","Saint-Quentin-sur-Isère",11.1,9.9,4.4,95.8
"38451","Saint-Romain-de-Jalionas",7.7,8.6,6.2,97.1
"38452","Saint-Romain-de-Surieu",5.1,4.9,12.6,97.6
"38453","Saint-Romans",12.5,7.9,4.7,96.2
"38454","Saint-Sauveur",8.3,9.2,4.8,94.5
"38455","Saint-Savin",10.3,7.2,6.1,95.6
"38456","Châtel-en-Trièves",6.3,0,5.2,95.1
"38457","Saint-Siméon-de-Bressieux",13.7,9.8,5.8,90.7
"38458","Saint-Sorlin-de-Morestel",7.7,10.3,5.4,96
"38459","Saint-Sorlin-de-Vienne",11.8,8.4,4.4,96.9
"38460","Saint-Sulpice-des-Rivoires",12.9,3.2,3.8,95.6
"38462","Saint-Théoffrey",8.9,14.2,4.6,97.6
"38463","Saint-Vérand",12.7,4.4,6.1,95.7
"38464","Saint-Victor-de-Cessieu",13.2,11.4,4.2,94.7
"38465","Saint-Victor-de-Morestel",18.7,10.4,4.8,96.2
"38466","Saint-Vincent-de-Mercuze",6.6,6,3.4,95.9
"38467","Salagnon",8,9.1,6,98.2
"38468","Salaise-sur-Sanne",14,9.7,5.6,92
"38469","La Salette-Fallavaux",50,50,5.4,91.3
"38470","La Salle-en-Beaumont",5,10,9,90.4
"38471","Le Sappey-en-Chartreuse",9.1,10.6,2.7,97.5
"38472","Sarcenas",0,0,1.3,97.8
"38473","Sardieu",15.9,14,4.9,97.6
"38474","Sassenage",13,7.9,4.3,91.7
"38475","Satolas-et-Bonce",12.2,9.5,4.5,97.2
"38476","Savas-Mépin",3.7,9.2,5.9,96.6
"38478","Séchilienne",16.2,10.1,4.2,93.2
"38479","Porte-des-Bonnevaux",9.1,9.8,4.9,95.5
"38480","Septème",11.1,8.7,4.6,96.2
"38481","Sérézin-de-la-Tour",10.4,9.1,4.3,97.6
"38483","Sermérieu",9.4,5.7,4.5,96.4
"38484","Serpaize",5.5,10.2,14.9,98.3
"38485","Seyssinet-Pariset",15.1,7.2,4.5,86.6
"38486","Seyssins",12.1,7.2,4.4,91.9
"38487","Seyssuel",8.9,7,4.3,96.2
"38488","Siccieu-Saint-Julien-et-Carisieu",2.8,10.4,3.1,96.8
"38489","Siévoz",44.4,11.1,1,91.7
"38490","Sillans",6.7,8.3,5.1,93.6
"38492","Sinard",14.7,9.4,6,96.3
"38494","Soleymieu",10.2,7.9,6,95.3
"38495","La Sône",19.4,5.5,4.6,94.7
"38496","Sonnay",9.6,8.1,6.1,94.5
"38497","Sousville",11.1,0,1.7,100
"38498","Succieu",11.4,8.4,16.7,96.2
"38499","Susville",14.9,4.5,4.3,87.4
"38500","Têche",2.9,5,6.3,96.8
"38501","Tencin",12.1,7.3,3.4,95.7
"38503","La Terrasse",10.7,6.7,4.4,96
"38504","Theys",8.1,4.9,3.1,95.6
"38505","Thodure",10,8,2.9,94.5
"38507","Tignieu-Jameyzieu",8.1,12.6,4.7,93.8
"38508","Torchefelon",8.5,8.5,3.2,95.5
"38509","La Tour-du-Pin",22,14.7,5.8,78.3
"38511","Le Touvet",11.5,8.2,4.7,94
"38512","Tramolé",2.2,4.4,2.8,96.7
"38513","Treffort",12.5,18.7,17.6,96.9
"38514","Tréminis",9.1,9.1,6.8,90.7
"38515","Trept",11.6,9.8,4.2,95.6
"38516","La Tronche",17.1,8.8,4.1,81.5
"38517","Tullins",20.8,9,5.5,88
"38518","Valbonnais",5.9,2.9,7.3,91.6
"38519","Valencin",9.9,4,4,97
"38520","Valencogne",7.6,13.2,2.6,97
"38521","La Valette",33.3,0,1.8,91.9
"38522","Valjouffrey",14.3,0,2.5,85.3
"38523","Varacieux",6.3,10.1,6.2,95.6
"38524","Varces-Allières-et-Risset",15.5,6.2,6,93.5
"38525","Vasselin",10.8,10.2,4,97.7
"38526","Vatilieu",13.1,4.2,5.4,96.7
"38527","Vaujany",16.6,5.8,4.2,88
"38528","Vaulnaveys-le-Bas",9.2,6.6,4.1,96
"38529","Vaulnaveys-le-Haut",9.1,7.8,4.5,94.7
"38530","Vaulx-Milieu",12.4,7.8,4.2,93.2
"38531","Velanne",14.4,5.6,4.1,95.9
"38532","Vénérieu",3.8,11.6,3.5,97.8
"38533","Venon",9.2,5.6,2.6,97.4
"38535","Vernas",23.5,5.8,3.3,96.2
"38536","Vernioz",9,4.5,3.8,95.9
"38537","La Verpillière",17.7,13.5,5.8,90.4
"38538","Le Versoud",11.8,6.2,3.5,94.7
"38539","Vertrieu",5.6,7.9,4.8,94
"38540","Veurey-Voroize",9.2,6.9,6.7,93.9
"38542","Veyssilieu",15,5,4.1,97.8
"38543","Vézeronce-Curtin",11.3,9.8,8.4,91.5
"38544","Vienne",21,11,5.2,79.5
"38545","Vif",12.4,7.4,4.3,91.8
"38546","Vignieu",3.4,6.8,5.7,96.1
"38547","Villard-Bonnot",17.1,7.1,4.2,91.5
"38548","Villard-de-Lans",16.9,8.7,5.6,87.1
"38549","Villard-Notre-Dame",0,0,4.2,100
"38550","Villard-Reculas",0,0,4.1,97
"38551","Villard-Reymond",0,0,0,100
"38552","Villard-Saint-Christophe",4,10.7,4.5,95.9
"38553","Villefontaine",21.5,20.8,5.4,87.3
"38554","Villemoirieu",11.6,7.3,3.8,95.3
"38555","Villeneuve-de-Marc",18.1,8.3,5,95.6
"38556","Ville-sous-Anjou",11.1,4.2,4,87
"38557","Villette-d'Anthon",11.2,7.7,4.6,96.8
"38558","Villette-de-Vienne",7.1,9.4,3.9,96.3
"38559","Vinay",11.2,7.6,5.6,89.3
"38560","Val-de-Virieu",10,10.9,10.4,92.4
"38561","Viriville",16.5,15.5,6.3,91.3
"38562","Vizille",21.2,8.2,5.2,84.4
"38563","Voiron",19.1,8.7,4.6,79.3
"38564","Voissant",6.7,13.3,4.9,91.6
"38565","Voreppe",10.6,6.9,4,91.9
"38566","Vourey",13.3,4.8,4.8,96.8
"38567","Chamrousse",22.2,11.3,6.7,91
"39001","Abergement-la-Ronce",15.4,13.7,5,92.9
"39002","Abergement-le-Grand",0,0,2.1,93.3
"39003","Abergement-le-Petit",0,0,6.5,91.3
"39004","Abergement-lès-Thésy",33.3,33.3,9.8,95
"39006","Aiglepierre",3.8,7.5,4.3,96.2
"39007","Alièze",33.3,33.3,5.1,91.4
"39008","Amange",7.7,3.9,3,98.2
"39009","Andelot-en-Montagne",15.9,11.7,6,93.9
"39010","Andelot-Morval",16.7,0,2.9,97.6
"39011","Annoire",7.4,7.4,5.8,93.9
"39013","Arbois",15.1,5,7.5,81.3
"39014","Archelange",7.1,7.1,3,94.7
"39015","Ardon",12.5,12.5,9.5,94.6
"39016","Arinthod",9.8,7.9,10.7,86.2
"39017","Arlay",12.5,4.2,5.2,96.3
"39018","Aromas",12.5,12.5,10.4,95.7
"39019","Les Arsures",14.7,6.3,4.1,96.9
"39020","Arsure-Arsurette",33.3,16.7,6.3,91.5
"39021","La Chailleuse",10.9,2.6,5.4,93.3
"39022","Asnans-Beauvoisin",13.4,8.8,5.3,93.7
"39024","Audelange",5.5,5.4,8.2,98.3
"39025","Augea",0,0,6.2,96.2
"39026","Augerans",0,0,8,97.5
"39027","Augisey",8.3,8.3,2.7,95.5
"39028","Aumont",7.7,8.3,4.2,91.4
"39029","Aumur",9.6,9.1,7.1,94.1
"39030","Authume",8,6,4.2,94.4
"39031","Auxange",15.4,7.7,2.9,96.1
"39032","Avignon-lès-Saint-Claude",4.2,0,5,98
"39034","Balaiseaux",5.2,10.9,7.1,96.6
"39035","Balanod",23.7,19.4,4.3,92.8
"39037","Bans",10,10,5.7,94.9
"39038","Barésia-sur-l'Ain",25,12.5,3.9,96.6
"39039","La Barre",14.3,0,2.7,98.1
"39040","Barretaine",0,10,5.2,92.4
"39041","Baume-les-Messieurs",22.2,0,3.6,96.2
"39042","Baverans",6.7,12,3.5,96.3
"39043","Beaufort-Orbagna",20.5,8.4,5.9,91.8
"39045","Beffia",33.3,33.3,5.6,96.8
"39046","Bellecombe",0,0,3,100
"39047","Bellefontaine",3,8.1,4.2,95
"39048","Belmont",15.7,4.7,5.5,98
"39049","Bersaillin",16,4,4.6,96.4
"39050","Besain",16.7,8.3,5.2,93.4
"39051","Biarne",4,12,6,95.2
"39052","Bief-des-Maisons",0,25,3.6,87.5
"39053","Bief-du-Fourg",9.1,18.2,9.9,97.4
"39054","Biefmorin",20,0,1.5,94.4
"39055","Billecul",0,0,0,94.7
"39056","Bletterans",12.3,8.2,6,76.9
"39057","Blois-sur-Seille",0,14.3,3.5,100
"39058","Blye",10,20,7,95.2
"39059","Bois-d'Amont",10.4,7.1,5.7,95.2
"39060","Bois-de-Gand",0,0,8.5,92.9
"39061","Boissia",0,0,3.5,98.1
"39062","La Boissière",0,0,3.9,96.8
"39063","Bonlieu",0,22.2,5.5,97.3
"39065","Bonnefontaine",16.7,16.7,5.6,88.4
"39066","Bornay",0,9.1,4.6,96
"39068","Les Bouchoux",15.1,4.3,6,90.9
"39070","Bourg-de-Sirod",0,0,7.8,95.5
"39072","Bracon",11,0,6.8,94.7
"39073","Brainans",0,0,3.6,98.8
"39074","Brans",20,0,8.4,94.5
"39076","La Bretenière",28.6,0,7.5,97.8
"39077","Bretenières",0,0,6.1,100
"39078","Brevans",16.6,4.9,3.9,93.8
"39079","Briod",7.1,7.1,2.6,98.8
"39080","Broissia",33.3,0,2.1,91.2
"39081","Buvilly",20.8,16.8,7.7,91.8
"39083","Censeau",5.3,5.3,5.3,97.9
"39084","Cernans",25,12.5,3.7,96.8
"39085","Cerniébaud",40,40,8.5,97.2
"39086","Cernon",13.3,6.7,4.2,94.3
"39088","Cesancey",20.1,7.9,6.9,90.2
"39090","Chaînée-des-Coupis",0,10,4.5,96.1
"39091","Les Chalesmes",40,0,7.5,87.5
"39092","Chambéria",9.1,0,9.4,89.5
"39093","Chamblay",12.7,4,4.9,94.5
"39094","Chamole",10,0,3.3,93
"39095","Champagne-sur-Loue",28.6,14.3,9.9,90.2
"39096","Champagney",14.3,10.7,7.4,94.4
"39097","Champagnole",18.8,7.4,8.2,81.8
"39099","Champdivers",20.7,10.3,3.5,97.8
"39100","Champrougier",0,0,2.4,93.3
"39101","Champvans",9.9,4.4,5.7,93.7
"39102","Chancia",21.4,0,6,96.8
"39103","La Chapelle-sur-Furieuse",33.6,5.2,3.8,90.3
"39104","Chapelle-Voland",8.3,8.1,3.9,94
"39105","Chapois",15.4,7.7,5.4,95
"39106","Charchilla",18.2,6,2.8,95.3
"39107","Charcier",10,0,2.8,96.7
"39108","Charency",0,0,0,95.2
"39109","Charézier",0,9.1,4.5,94.3
"39110","La Charme",0,0,6.2,100
"39111","Charnod",0,0,2.8,90.9
"39112","La Chassagne",16.7,16.7,1.1,86.4
"39114","Château-Chalon",0,10,4,91.9
"39116","La Châtelaine",22.2,11.1,4.8,93.3
"39117","Chatelay",16.7,0,3.9,93.6
"39118","Châtel-de-Joux",0,0,0,96.2
"39119","Le Chateley",0,0,4.3,92.7
"39120","Châtelneuf",0,12.5,7,96.6
"39121","Châtenois",8.3,8.3,4.7,98.1
"39122","Châtillon",28.6,0,3.5,92.6
"39124","Chaumergy",17.9,14.3,7,90.3
"39126","La Chaumusse",8.1,7.8,5.8,97.5
"39127","Chaussenans",0,16.7,5.3,100
"39128","Chaussin",13.1,7.3,6.4,89.6
"39129","Chaux-des-Crotenay",0,4.6,5.7,88.9
"39130","Nanchez",3.6,6.9,5.9,97.1
"39131","La Chaux-du-Dombief",13.5,8.1,5.8,95.6
"39132","La Chaux-en-Bresse",0,0,7.7,94.1
"39133","Chaux-Champagny",25,0,10.4,100
"39134","Chavéria",8.3,8.3,7.7,88.2
"39136","Chemenot",0,0,0,85
"39137","Saint-Hymetière-sur-Valouse",8.7,8.7,7.3,96
"39138","Chemin",5,10,5.5,93.7
"39139","Chêne-Bernard",40,20,6.5,94.1
"39140","Chêne-Sec",50,0,10,100
"39141","Chevigny",18.7,6.3,5.7,97.4
"39142","Chevreaux",14.3,0,7.7,94.8
"39143","Chevrotaine",0,0,0,100
"39145","Chille",0,0,4.6,99.2
"39146","Chilly-le-Vignoble",16.7,8.3,6.2,94.2
"39147","Chilly-sur-Salins",33.3,16.7,1.4,95
"39149","Chissey-sur-Loue",4.9,0,6.1,91.1
"39150","Choisey",14.8,8.2,5.4,92.1
"39151","Choux",0,14.3,3.1,94.4
"39153","Cize",11.1,1.8,6.6,95.2
"39154","Clairvaux-les-Lacs",11.4,7.6,5.4,85.8
"39155","Clucy",0,20,5.1,100
"39156","Cogna",7.1,0,5.3,96.4
"39157","Coiserette",0,33.3,5.6,100
"39159","Colonne",6.3,6.1,4.7,92
"39160","Commenailles",8,6,5,90.7
"39162","Condamine",5.6,5.6,10.7,97.2
"39163","Condes",16.7,16.7,6.2,91.7
"39164","Conliège",7.6,5,5.8,91.8
"39165","Conte",0,0,4.7,91.7
"39166","Cornod",7.7,7.7,4.7,92.2
"39167","Cosges",4.5,4.5,6.2,94.4
"39168","Courbette",0,0,5.9,94.7
"39169","Courbouzon",10,2.4,4.8,94.3
"39170","Courlans",9,8.7,5.8,97.3
"39171","Courlaoux",6.9,6.5,6.2,96.9
"39172","Courtefontaine",26.6,6.7,5,97
"39173","Cousance",13.7,10.5,4.3,85.8
"39174","Coyrière",0,0,1.9,100
"39175","Coyron",0,0,8.6,94.1
"39176","Cramans",10.7,14.1,5.2,86.8
"39177","Hauteroche",3.5,3.5,5.5,94.3
"39178","Crans",0,20,3.4,94.3
"39179","Crenans",6.6,0,3.2,96
"39180","Cressia",21.4,7.2,2,85.9
"39182","Crissey",2.3,4.7,7.6,95.5
"39183","Crotenay",5.3,7.7,5.8,94.4
"39184","Les Crozets",9.1,0,3.3,98.9
"39185","Cuisia",8,7.8,7.1,94.8
"39187","Cuvier",0,18.8,3.5,94.4
"39188","Dammartin-Marpain",28.6,9.5,6.1,97.8
"39189","Damparis",15.7,7.2,5.9,89.4
"39190","Dampierre",9.2,6.6,6.6,89.3
"39191","Darbonnay",0,16.7,3.1,86.1
"39192","Denezières",0,0,8.1,97.2
"39193","Le Deschaux",8.1,8.1,4.6,93.9
"39194","Desnes",21.7,5.9,4.9,95.7
"39196","Les Deux-Fays",0,0,8.2,95.9
"39197","Digna",4.2,0,6.4,92.1
"39198","Dole",20.8,10.2,6.2,77.7
"39199","Domblans",9.5,6.5,5.5,91.8
"39200","Dompierre-sur-Mont",0,7.1,8.6,95.9
"39201","Doucier",6.2,6.2,7.8,94.8
"39202","Dournon",25,0,7,93.3
"39203","Doye",0,0,4.2,92.5
"39204","Dramelay",0,0,4.2,93.3
"39205","Éclans-Nenon",16,8,4,96.1
"39206","Écleux",7.1,7.1,7.2,92.1
"39207","Écrille",20,20,8.9,97.1
"39208","Entre-deux-Monts",0,11.1,1.9,96.7
"39209","Val-d'Épy",10.5,10.5,5.1,95.4
"39210","Équevillon",6.1,3,5.6,96
"39211","Les Essards-Taignevaux",0,6.2,4.5,90.4
"39214","Esserval-Tartre",14.3,0,7,98
"39216","Étival",33.3,11.1,4.3,91.2
"39217","L'Étoile",5.6,2.4,6.5,94.7
"39218","Étrepigney",11.2,10.7,5.3,94.2
"39219","Évans",20.1,9.7,4,97.5
"39220","Falletans",4,12.1,5.3,98
"39221","La Favière",50,50,0,92.9
"39222","Fay-en-Montagne",0,0,11.1,92.9
"39223","La Ferté",16.7,8.3,3.3,95.1
"39225","Le Fied",0,8.3,2.8,96.4
"39227","Foncine-le-Bas",23.2,7.2,6.8,90.7
"39228","Foncine-le-Haut",14.3,7.8,6.8,91.8
"39229","Fontainebrux",0,0,5,94.1
"39230","Fontenu",25,25,3.4,96.9
"39232","Fort-du-Plasne",3.8,3.5,4.7,95
"39233","Foucherans",14.1,7.6,4.8,93.5
