"Code","LIB","mono","enf","Dipl","voit"
"02127","Bruyères-sur-Fère",7.7,15.4,5.4,94
"02128","Bruyères-et-Montbérault",19.5,6.9,6.4,93.1
"02129","Bruys",0,100,0,90
"02130","Bucilly",0,8.3,5.4,91.4
"02131","Bucy-le-Long",6.8,8.4,5.7,94.2
"02132","Bucy-lès-Cerny",33.3,8.3,5.1,94.9
"02133","Bucy-lès-Pierrepont",4.1,12.4,8,84.9
"02134","Buire",3.8,7.4,7.5,90.9
"02135","Buironfosse",8.2,7,8.3,87.2
"02136","Burelles",0,12.5,7.9,98.1
"02137","Bussiares",11.1,11.1,12.4,94.2
"02138","Buzancy",8.3,8.3,3.5,94.6
"02139","Caillouël-Crépigny",3.7,11,5.5,95.4
"02140","Camelin",7.5,15,4.6,94.8
"02141","La Capelle",20.4,8.4,10.1,81
"02142","Castres",0,6.7,6.5,93.2
"02143","Le Catelet",20,10,11.4,81
"02144","Caulaincourt",11.1,11.1,2,88.9
"02145","Caumont",13.5,8.1,5.4,96.3
"02146","Celles-lès-Condé",16.7,16.7,10.1,89.2
"02148","Celles-sur-Aisne",0,6.2,3.7,94.1
"02149","Cerizy",0,0,6.8,86.4
"02150","Cerny-en-Laonnois",0,25,14.9,96.2
"02151","Cerny-lès-Bucy",14.3,0,3.4,94.4
"02152","Cerseuil",33.3,0,1.5,97.4
"02153","Cessières-Suzy",3.8,5.9,6.1,95.6
"02154","Chacrise",4.8,4.8,8.4,91.6
"02155","Chaillevois",8.3,0,2.1,92.9
"02156","Chalandry",13.3,0,7.9,93.9
"02157","Chambry",18.5,5.6,7.5,95.7
"02158","Chamouille",5.9,5.9,6.4,95.5
"02159","Champs",0,11.1,6.2,95.9
"02160","Chaourse",10.7,14.4,4.9,84.7
"02162","La Chapelle-sur-Chézy",22.2,16.7,2.1,90.6
"02163","Charly-sur-Marne",21.7,11.7,5.5,83.4
"02164","Le Charmel",19,14.3,4.8,93.1
"02165","Charmes",14.2,9.3,4.9,86.3
"02166","Chartèves",9.1,4.5,5.8,94.8
"02167","Chassemy",22.6,9.4,5.4,93.9
"02168","Château-Thierry",23.1,12.2,6.3,76
"02169","Châtillon-lès-Sons",0,0,9.5,84.8
"02170","Châtillon-sur-Oise",14.3,14.3,4,93
"02171","Chaudardes",20,20,4.6,97.1
"02172","Chaudun",0,12.5,3.3,96.7
"02173","Chauny",23,12.2,5.5,75.6
"02174","Chavignon",19.6,9.8,6.2,95.3
"02175","Chavigny",27.3,9.1,3.4,96.9
"02176","Chavonne",8.3,16.7,5.7,96.1
"02177","Chérêt",0,0,3,96.4
"02178","Chermizy-Ailles",0,0,6.5,97.7
"02179","Chéry-Chartreuve",13,17.4,7.9,93.2
"02180","Chéry-lès-Pouilly",20,11.1,6.2,95.1
"02181","Chéry-lès-Rozoy",0,0,7.8,87.2
"02182","Chevennes",0,12.5,5.1,90.9
"02183","Chevregny",8.3,8.3,5.1,92.2
"02184","Chevresis-Monceau",12.2,5.5,6.1,90.3
"02185","Chézy-en-Orxois",13.6,13.6,5.4,90.3
"02186","Chézy-sur-Marne",6.5,5.1,4.3,88.6
"02187","Chierry",8.7,7.5,6.5,94.7
"02188","Chigny",18.2,9.1,6.7,95.5
"02189","Chivres-en-Laonnois",9.2,0,7.3,85.9
"02190","Chivres-Val",11.8,9.1,4.3,88.1
"02191","Chivy-lès-Étouvelles",12.5,6,5.7,96.1
"02192","Chouy",9.5,9.5,6.4,95.7
"02193","Cierges",0,0,6.2,89.3
"02194","Cilly",16.7,0,6.9,89.5
"02195","Ciry-Salsogne",10.7,7.1,4.7,96.6
"02196","Clacy-et-Thierret",14.8,8.6,5.8,98.4
"02197","Clairfontaine",12.9,9.7,6.3,97.6
"02198","Clamecy",0,7.7,4.1,92.3
"02199","Clastres",13.5,8.1,5.3,93.3
"02200","Clermont-les-Fermes",0,0,8.3,87.8
"02201","Cœuvres-et-Valsery",9.6,9.3,5.3,91.8
"02203","Coincy",13.4,10.4,5.2,86.2
"02204","Coingt",0,0,5.5,86.1
"02205","Colligis-Crandelain",14.3,14.3,5.3,96.4
"02206","Colonfay",0,25,5.5,96.6
"02207","Commenchon",16.7,16.7,6.7,94.1
"02208","Concevreux",0,6.3,3.6,97.2
"02209","Condé-en-Brie",4.9,8.6,6.6,85.3
"02210","Condé-sur-Aisne",13,8.7,3.7,91.8
"02211","Condé-sur-Suippe",11,5.8,6.2,88.5
"02212","Condren",5,11.6,6.8,88.6
"02213","Connigis",0,10.4,8.4,91.7
"02214","Contescourt",25,50,2.3,90.5
"02215","Corbeny",10.6,6.4,6.9,93.5
"02216","Corcy",4.7,4.1,6.6,97.4
"02217","Coucy-le-Château-Auffrique",18.6,7.1,6.2,88
"02218","Coucy-lès-Eppes",5.3,13.1,6,93.3
"02219","Coucy-la-Ville",9.1,9.1,10.1,93.2
"02220","Coulonges-Cohan",13,17.2,9.5,93.4
"02221","Coupru",11.1,22.2,5.6,94.9
"02222","Courbes",0,0,13,91.7
"02223","Courboin",5.3,10.5,5.3,92.1
"02224","Courcelles-sur-Vesle",21.2,15.3,6.2,94.6
"02225","Courchamps",33.3,0,6.1,97.3
"02226","Courmelles",7.1,8.8,5.4,90.3
"02227","Courmont",12.5,0,2.1,84
"02228","Courtemont-Varennes",5.8,6.2,4.1,94.4
"02229","Courtrizy-et-Fussigny",40,0,6.4,86.7
"02230","Couvrelles",30,0,3.5,83.1
"02231","Couvron-et-Aumencourt",16.7,9.2,6.9,92.6
"02232","Coyolles",8.3,8.3,2,93.2
"02233","Cramaille",7.7,0,8.5,98.3
"02234","Craonne",0,0,6.1,85.7
"02235","Craonnelle",14.3,14.3,9.6,93.7
"02236","Crécy-au-Mont",15,15,6.7,96.8
"02237","Crécy-sur-Serre",16.5,9.4,8,83.5
"02238","Crépy",18.4,9.9,3.8,92.4
"02239","Crézancy",16.9,17.2,5.4,91.3
"02240","Croix-Fonsomme",8.3,8.3,9.9,88.4
"02241","La Croix-sur-Ourcq",0,0,10.8,92.7
"02242","Crouttes-sur-Marne",19.1,10.5,6.2,91.1
"02243","Crouy",13.7,9.9,5.7,88.6
"02244","Crupilly",0,33.3,7.3,95.8
"02245","Cuffies",18.1,12.5,4.4,80.4
"02246","Cugny",5.4,8,6.1,93.9
"02248","Cuirieux",20,20,9.9,93.4
"02249","Cuiry-Housse",0,16.7,2.9,88.6
"02250","Cuiry-lès-Chaudardes",0,0,5.8,96.4
"02251","Cuiry-lès-Iviers",0,0,13.6,92.3
"02252","Cuissy-et-Geny",20,20,8.9,93.7
"02253","Cuisy-en-Almont",0,4.5,3.4,91.7
"02254","Cutry",0,12.5,1.1,98
"02255","Cys-la-Commune",0,11.1,6.5,93.5
"02256","Dagny-Lambercy",0,14.3,6.5,88.2
"02257","Dallon",14.3,10.7,2.8,94.4
"02258","Dammard",0,4.3,10.6,91.3
"02259","Dampleux",8,3.8,10.9,98.7
"02260","Danizy",5.1,13.1,5.8,89.4
"02261","Dercy",8.3,8.3,7.3,94.6
"02262","Deuillet",0,7.7,5.7,94.3
"02263","Dhuizel",0,0,1.2,91.1
"02264","Dizy-le-Gros",11.6,7,7.2,87.7
"02265","Dohis",0,16.7,3.7,84.3
"02266","Dolignon",33.3,0,12.2,95.5
"02267","Dommiers",22.2,11.1,6.4,92
"02268","Domptin",10.7,10.1,5.5,95.3
"02269","Dorengt",11.1,11.1,8.2,93.7
"02270","Douchy",10,10,6.1,85.7
"02271","Dravegny",0,14.3,6.5,91.1
"02272","Droizy",40,0,5.7,90.3
"02273","Dury",0,7.7,4.7,94
"02274","Ébouleau",7.1,7.1,9.3,96
"02275","Effry",10,10,6,85
"02276","Englancourt",25,12.5,7.6,88.9
"02277","Épagny",20,10,5.8,96.9
"02278","Éparcy",0,0,17.2,100
"02279","Épaux-Bézu",22.9,8.6,7.2,94.9
"02280","Épieds",8,8,8,95.6
"02281","L'Épine-aux-Bois",18.8,6.2,5.8,96.2
"02282","Eppes",11.5,7.7,7.3,94.3
"02283","Erlon",11.8,17.6,6.1,89.8
"02284","Erloy",0,20,9,93.3
"02286","Esquéhéries",17.6,7.9,8.9,89.8
"02287","Essigny-le-Grand",7.5,2.7,5.7,94.5
"02288","Essigny-le-Petit",10,15,6.2,88.5
"02289","Essises",7.7,7.7,6.1,95.5
"02290","Essômes-sur-Marne",11.5,9.7,6.2,92.2
"02291","Estrées",3.8,11.3,5.6,91.9
"02292","Étampes-sur-Marne",17.1,9.8,4.4,89.4
"02293","Étaves-et-Bocquiaux",16.9,15.9,3.7,89.1
"02294","Étouvelles",7.1,7.1,5.3,95.7
"02295","Étréaupont",14.7,13.6,8.6,86.1
"02296","Étreillers",10.8,10.8,5.2,90.9
"02297","Étrépilly",22.2,0,8.1,100
"02298","Étreux",12.8,8.1,8.8,86.7
"02299","Évergnicourt",8.8,8.8,5,91.7
"02302","Faverolles",15.1,4.9,5.7,97.4
"02303","Fayet",27.9,6.8,5,96.2
"02304","La Fère",36.8,12.5,5.9,69.2
"02305","Fère-en-Tardenois",16.8,10.1,7.2,78.3
"02306","La Ferté-Chevresis",9.7,9.7,3.6,89.8
"02307","La Ferté-Milon",12.8,8.4,5.3,85.4
"02308","Fesmy-le-Sart",16.7,11.8,6.6,92.6
"02309","Festieux",10.1,9,5.7,92.1
"02310","Fieulaine",6.3,4.6,6.1,89.1
"02311","Filain",12.5,12.5,4.1,94.8
"02312","La Flamengrie",11.6,8,7.7,94.1
"02313","Flavigny-le-Grand-et-Beaurain",11.5,19.2,6.9,91.4
"02315","Flavy-le-Martel",12,13,7.7,89.2
"02316","Fleury",12.5,12.5,14,93.7
"02317","Fluquières",14.3,7.1,12.4,82.2
"02318","Folembray",11.2,8.3,7,86.3
"02319","Fonsomme",17.9,10.7,5,90.9
"02320","Fontaine-lès-Clercs",0,5.8,6.9,95.1
"02321","Fontaine-lès-Vervins",9.8,5.9,8.9,89.2
"02322","Fontaine-Notre-Dame",8.1,11.1,6.4,95.8
"02323","Fontaine-Uterte",0,12.5,5.3,96.3
"02324","Fontenelle",17.6,17.8,2.6,94.7
"02326","Fontenoy",3.2,0,6.2,95
"02327","Foreste",30,10,12,84.4
"02328","Fossoy",6.3,3,7.3,95.4
"02329","Fourdrain",14.4,7.4,5.7,95.3
"02330","Francilly-Selency",6.8,6.7,6,94.6
"02331","Franqueville",0,0,7.4,89.1
"02332","Fresnes-en-Tardenois",0,6.7,5.8,96.1
"02333","Fresnes-sous-Coucy",10,10,4.5,90
"02334","Fresnoy-le-Grand",17,12.3,7,81.4
"02335","Fressancourt",0,8.3,4.3,95.1
"02336","Frières-Faillouël",6.7,6.7,5.5,96.1
"02337","Froidestrées",0,9.1,7,97.4
"02338","Froidmont-Cohartille",0,6.7,6,88.3
"02339","Gandelu",5.2,13.3,7.6,95
"02340","Gauchy",17.8,8.6,6.2,83.5
"02341","Gercy",0,5.5,10,96.4
"02342","Gergny",0,14.3,4.6,93
"02343","Germaine",20,20,5.2,93.8
"02345","Gibercourt",0,0,3.1,83.3
"02346","Gizy",13.3,4.2,6.6,92.1
"02347","Gland",14.2,3.4,6.8,91.9
"02349","Goudelancourt-lès-Berrieux",0,33.3,6.5,100
"02350","Goudelancourt-lès-Pierrepont",12.5,12.5,7.1,90.7
"02351","Goussancourt",0,0,3.7,97.9
"02352","Gouy",12.9,12.5,6.1,87.4
"02353","Grandlup-et-Fay",6.2,12.5,6.2,90.1
"02354","Grandrieux",0,25,7,94.1
"02355","Gricourt",10.5,8.8,5.1,94
"02356","Grisolles",7.7,15.4,5.3,95.1
"02357","Gronard",0,33.3,6.4,85.7
"02358","Grougis",10.5,10.5,8.4,90.8
"02359","Grugies",12.2,6.8,6,92.5
"02360","Villeneuve-sur-Aisne",17,8.7,4.7,87.4
"02361","Guise",20.2,9.1,8.1,68.6
"02362","Guivry",14,0,3.8,92.1
"02363","Guny",13,8.7,5.1,91.8
"02364","Guyencourt",13.2,6.8,5.5,94.1
"02366","Hannapes",16.7,11.1,6.2,91.2
"02367","Happencourt",0,0,5.9,96.4
"02368","Haramont",8.6,5.6,7.7,92.8
"02369","Harcigny",16.7,8.3,7.2,88.9
"02370","Hargicourt",11,15.1,10.9,92.7
"02371","Harly",23.7,9.4,7.5,86.4
"02372","Hartennes-et-Taux",17.7,8.1,8.6,92.2
"02373","Hary",23.1,0,6.9,95.6
"02374","Lehaucourt",11.8,7.2,3.2,89.2
"02375","Hautevesnes",0,28.6,6.6,91.1
"02376","Hauteville",20,10,6.2,85.7
"02377","Haution",11.1,0,1.9,96.6
"02378","La Hérie",50,25,6.1,87.7
"02379","Le Hérie-la-Viéville",33.3,16.7,11.8,93.8
"02380","Hinacourt",0,0,4.3,86.7
"02381","Hirson",23.3,13.1,8.3,70.1
"02382","Holnon",15.6,8.6,6.1,94.2
"02383","Homblières",10.3,10.5,5.8,92.1
"02384","Houry",0,33.3,5.3,100
"02385","Housset",0,11.1,4.9,96.9
"02386","Iron",7.7,15.4,10.5,92
"02387","Itancourt",13.7,4.3,5.5,93
"02388","Iviers",0,7.7,7.7,93.9
"02389","Jaulgonne",12.2,9.8,3.8,88.9
"02390","Jeancourt",6.4,11.7,6.5,94.5
"02391","Jeantes",9.1,9.1,8.6,85.1
"02392","Joncourt",5,10,7.2,92.2
"02393","Jouaignes",11.1,11.1,5.9,96.4
"02395","Jumencourt",12.5,12.5,2.9,91.5
"02396","Jumigny",0,33.3,2.2,92.9
"02397","Jussy",17.8,12.2,5.4,88.7
"02398","Juvigny",5.3,10.5,4.3,94.4
"02399","Juvincourt-et-Damary",0,13.9,4,92.8
"02400","Laffaux",11.1,0,4.5,91.7
"02401","Laigny",8.3,0,5.8,93.1
"02402","Lanchy",0,0,10,87.5
"02403","Landifay-et-Bertaignemont",13.3,6.5,4.1,89.5
"02404","Landouzy-la-Cour",0,10,4.7,90.4
"02405","Landouzy-la-Ville",13.4,9.6,6.7,92.9
"02406","Landricourt",12.5,25,3,87.3
"02407","Laniscourt",23.1,0,3.9,98.8
"02408","Laon",25.8,12.6,6.6,72.3
"02409","Lappion",0,5.3,5.4,89.2
"02410","Largny-sur-Automne",0,7.1,3.9,96.9
"02411","Latilly",0,8.3,2.8,94.7
"02412","Launoy",0,20,13.8,94.4
"02413","Laval-en-Laonnois",6.2,11.7,4.8,97.1
"02414","Lavaqueresse",30.8,0,6.6,94.3
"02415","Laversine",0,11.1,1.8,98.3
"02416","Lemé",12.1,10.7,5.9,89
"02417","Lempire",0,0,6.5,93.6
"02418","Lerzy",7.1,14.3,5.6,93.5
"02419","Leschelle",5.3,0,4.7,92
"02420","Lesdins",14.8,10.9,6.9,95
"02421","Lesges",0,40,1.4,94.7
"02422","Lesquielles-Saint-Germain",12.7,10.4,6.2,87
"02423","Leuilly-sous-Coucy",7.6,11.7,4.2,91.7
"02424","Leury",37.5,0,2.4,93.5
"02425","Leuze",9.1,18.2,11.1,90.9
"02426","Levergies",11.9,8.6,5.8,91.4
"02427","Lhuys",0,0,2,94.3
"02428","Licy-Clignon",0,0,11.5,96.7
"02429","Lierval",0,14.3,2.4,91.1
"02430","Liesse-Notre-Dame",18.2,7.6,6,83.7
"02431","Liez",4.3,3.8,3.8,92.2
"02432","Limé",23.1,7.7,2.1,93.8
"02433","Lislet",0,0,7,90
"02435","Logny-lès-Aubenton",0,0,7.8,97.2
"02438","Longpont",10.5,5.3,4.9,99.1
"02439","Les Septvallons",10.1,7.2,3.5,92.6
"02440","Lor",0,12.5,4.2,87.5
"02441","Louâtre",0,0,9.2,89.9
"02442","Loupeigne",0,20,5.3,97.8
"02443","Lucy-le-Bocage",8.3,16.7,6.2,92.8
"02444","Lugny",12.5,0,7.1,90.2
"02445","Luzoir",5.2,5.2,7.2,88.2
"02446","Ly-Fontaine",0,14.3,6,95.2
"02447","Maast-et-Violaine",0,16.7,3.9,94.6
"02448","Mâchecourt",0,12.5,8.8,93.9
"02449","Macogny",0,25,10.6,88.5
"02450","Macquigny",22.2,16.7,8.3,87.8
"02451","Magny-la-Fosse",25,12.5,4.2,90.7
"02452","Maissemy",0,14.3,6.6,95.8
"02453","Maizy",4.3,8.7,8.8,94.3
"02454","La Malmaison",9.4,12.9,6.2,89.5
"02455","Malzy",9.1,9.1,7.6,85.4
"02456","Manicamp",5.2,4.3,4.8,88.4
"02457","Marchais",0,12.5,2.8,91.2
"02458","Dhuys et Morin-en-Brie",14.6,10.7,5.6,93.9
"02459","Marcy",8.3,0,4.5,94.4
"02460","Marcy-sous-Marle",7.7,0,5.2,90.3
"02461","Marest-Dampcourt",9,10.8,6.7,92.5
"02462","Mareuil-en-Dôle",0,7.7,5.1,93.7
"02463","Marfontaine",20,20,8.8,96.9
"02464","Margival",13.1,8.4,6.2,92.4
"02465","Marigny-en-Orxois",9.4,9.4,5.2,95.4
"02466","Marizy-Sainte-Geneviève",28.6,0,4.1,92.6
"02467","Marizy-Saint-Mard",0,0,12.5,90
"02468","Marle",20,13.9,7.1,76.5
"02469","Marly-Gomont",16.6,10.1,9,91.8
"02470","Martigny",8,7.9,4.3,88.2
"02471","Martigny-Courpierre",0,14.3,7.4,94.6
"02472","Mauregny-en-Haye",12.5,8.3,5.4,94.2
"02473","Mayot",8.3,8.3,4.1,91.2
"02474","Mennessis",16.8,12.1,3.1,89.7
"02476","Mennevret",7.5,12.6,10.1,91.1
"02477","Mercin-et-Vaux",5.1,11.1,5.5,96.5
"02478","Merlieux-et-Fouquerolles",19.2,6,6.1,95.3
"02480","Mesbrecourt-Richecourt",15,10,6.2,88.5
"02481","Mesnil-Saint-Laurent",20.6,0,7.8,97.4
"02482","Meurival",33.3,0,10,90
"02483","Mézières-sur-Oise",3.1,6.3,6.1,94.9
"02484","Mézy-Moulins",25.8,9.7,4,92.9
"02485","Missy-aux-Bois",16.7,16.7,8.1,95.1
"02486","Missy-lès-Pierrepont",0,0,4.2,94.9
"02487","Missy-sur-Aisne",16.3,4.7,6.2,96.5
"02488","Molain",12.5,12.5,8.5,95.7
"02489","Molinchart",19,9.5,5.3,94.7
"02490","Monampteuil",0,0,4.2,100
"02491","Monceau-le-Neuf-et-Faucouzy",13.6,0,4.2,91
"02492","Monceau-lès-Leups",0,10.7,4.1,95.6
"02493","Monceau-le-Waast",7.7,7.7,6.5,86.9
"02494","Monceau-sur-Oise",0,12.5,4.1,96.2
"02495","Mondrepuis",8.2,8.1,6,92.6
"02496","Monnes",20,20,3,91.9
"02497","Mons-en-Laonnois",15.7,6.6,5.2,92.7
"02498","Montaigu",17.4,4.4,5.8,93.2
"02499","Montbavin",0,0,3.1,94.1
"02500","Montbrehain",6.4,12.4,7.7,90.1
"02501","Montchâlons",0,0,4.9,82.4
"02502","Montcornet",25.3,8.7,8.2,77.8
"02503","Mont-d'Origny",13.1,10.7,7.3,82.2
"02504","Montescourt-Lizerolles",23.4,11.7,6.4,85.2
"02505","Montfaucon",0,8.3,5.4,95.2
"02506","Montgobert",0,0,6,94.9
"02507","Montgru-Saint-Hilaire",0,50,3.7,92.9
"02508","Monthenault",10,0,4.6,97
"02509","Monthiers",11.1,11.1,3.5,96.6
"02510","Monthurel",11.1,11.1,10.8,90.8
"02511","Montigny-en-Arrouaise",5.8,17.2,9.7,90.3
"02512","Montigny-l'Allier",6.3,5.8,5.3,91.9
"02513","Montigny-le-Franc",11.1,0,4.4,88.4
"02514","Montigny-Lengrain",16.4,6.7,5.5,92.1
"02515","Montigny-lès-Condé",50,0,6.8,96.2
"02516","Montigny-sous-Marle",0,25,11.8,86.2
"02517","Montigny-sur-Crécy",0,12.1,6.7,92.5
"02518","Montlevon",10.5,5.2,8.9,93.4
"02519","Montloué",15.4,7.7,8.8,89.3
"02520","Mont-Notre-Dame",11.4,9,3.6,93.7
"02521","Montreuil-aux-Lions",14.9,12,6.6,95.1
"02522","Mont-Saint-Jean",25,0,5.9,90
"02523","Mont-Saint-Martin",0,25,10.2,92.6
"02524","Mont-Saint-Père",13.9,6.4,6.1,93.5
"02525","Morcourt",15.8,5.1,6.3,90.7
"02526","Morgny-en-Thiérache",0,16.7,8.9,90
"02527","Morsain",11,11.4,5,92.4
"02528","Mortefontaine",14.5,6.8,5.1,94.3
"02529","Mortiers",0,0,4.2,82.5
"02530","Moulins",16.7,0,5,90.6
"02531","Moussy-Verneuil",0,12.5,4.2,92.6
"02532","Moÿ-de-l'Aisne",11.7,4.9,5.2,86.8
"02533","Muret-et-Crouttes",0,0,6.7,93
"02534","Muscourt",0,0,8.3,95.2
"02535","Nampcelles-la-Cour",28.6,14.3,7,97.9
"02536","Nampteuil-sous-Muret",16.7,33.3,3,94.7
"02537","Nanteuil-la-Fosse",0,0,3.8,95.8
"02538","Nanteuil-Notre-Dame",0,0,3.8,93.5
"02539","Nauroy",15,14.7,9.7,89.1
"02540","Nesles-la-Montagne",10.4,8,7.1,95.4
"02541","Neufchâtel-sur-Aisne",12,8,3.7,94.1
"02542","Neuflieux",16.7,16.7,1.7,94.3
"02543","Neuilly-Saint-Front",20.3,10.5,7.8,85.8
"02544","Neuve-Maison",11.1,11.1,7.3,93.2
"02545","La Neuville-Bosmont",11.1,0,5.2,87.7
"02546","La Neuville-en-Beine",0,16.7,7.2,97.3
"02547","La Neuville-Housset",0,0,4.3,89.7
"02548","La Neuville-lès-Dorengt",4.6,13.2,9.5,93.8
"02549","Neuville-Saint-Amand",5.5,5.5,5.3,91.4
"02550","Neuville-sur-Ailette",12.5,12.5,3.3,94.4
"02551","Neuville-sur-Margival",25,0,4.7,95.1
"02552","Neuvillette",20,10,5.9,84.9
"02553","Nizy-le-Comte",13.3,13.4,6.3,88.3
"02554","Nogentel",14.9,6,5.4,94
"02555","Nogent-l'Artaud",14.8,11.3,6.2,83.4
"02556","Noircourt",33.3,16.7,10.4,88.9
"02557","Noroy-sur-Ourcq",12.5,12.5,8.6,90.2
"02558","Le Nouvion-en-Thiérache",17.1,9,7,76.1
"02559","Nouvion-et-Catillon",3.6,3.1,6.2,84.7
"02560","Nouvion-le-Comte",14.3,7.1,5.8,86.7
"02561","Nouvion-le-Vineux",0,11.1,5.1,96.8
"02562","Nouvron-Vingré",25,8.3,5.3,98.8
"02563","Noyales",0,12.5,5.6,89.7
"02564","Noyant-et-Aconin",0,11.3,8.2,94.3
"02565","Œuilly",11.1,0,5.9,92.2
"02566","Ognes",11.3,5.6,5.2,91.7
"02567","Ohis",0,5.9,7.3,95.8
"02568","Oigny-en-Valois",0,11.1,8.3,90
"02569","Oisy",7.9,12.4,5.8,91.7
"02570","Ollezy",10,20,10.9,95.9
"02571","Omissy",11.9,4.5,6,91.4
"02572","Orainville",3.1,5.9,5,97.9
"02573","Orgeval",0,0,10.6,96.3
"02574","Origny-en-Thiérache",12.7,11.8,6.5,88.6
"02575","Origny-Sainte-Benoite",14.9,12.5,5.4,80.7
"02576","Osly-Courtil",14.9,4.9,5.4,95.2
"02577","Ostel",0,20,1.5,92.3
"02578","Oulches-la-Vallée-Foulon",0,20,9.3,93.5
"02579","Oulchy-la-Ville",0,14.3,1,96.4
"02580","Oulchy-le-Château",17.8,13.3,5.5,89.2
"02581","Paars",10.1,4.9,4.5,92.1
"02582","Paissy",0,0,4.9,83.8
"02583","Pancy-Courtecon",0,0,6.8,91.3
"02584","Papleux",0,12.5,7,100
"02585","Parcy-et-Tigny",11.8,11.8,5.3,96.8
"02586","Parfondeval",12.5,0,3.5,94.1
"02587","Parfondru",13.3,7.7,7.9,92.1
"02588","Pargnan",0,0,9.4,96.4
"02589","Pargny-Filain",0,6.4,3.5,94.2
"02590","Pargny-la-Dhuys",12.5,25,7.6,94.3
"02591","Pargny-les-Bois",12.5,12.5,9.3,94.7
"02592","Parpeville",15.4,15.4,3.5,90.7
"02593","Pasly",9.6,5.5,4.7,95.2
"02594","Passy-en-Valois",11.1,11.1,4.2,96
"02595","Passy-sur-Marne",44.4,11.1,4.9,92.1
"02596","Pavant",8.7,13,5.9,88.7
"02598","Pernant",13.6,6.8,6.6,97.8
"02599","Pierremande",6.2,6.2,4,93.5
"02600","Pierrepont",4.4,8.4,7.3,92.6
"02601","Pignicourt",0,16.7,8.8,100
"02602","Pinon",20.2,11.1,5.8,86.2
"02604","Pithon",20,20,6.3,89.2
"02605","Pleine-Selve",25,16.7,4.3,93.8
"02606","Le Plessier-Huleu",0,20,7,93.8
"02607","Ploisy",0,16.7,6.9,100
"02608","Plomion",18.5,18.5,8.9,87.8
"02609","Ployart-et-Vaurseine",0,0,5.6,100
"02610","Pommiers",17.8,6.7,4.8,92.8
"02612","Pont-Arcy",0,14.3,4.4,94
"02613","Pontavert",5.3,2.6,4.5,96.2
"02614","Pontru",18.8,12.5,9.9,92.4
"02615","Pontruet",12.8,9,7.5,93.8
"02616","Pont-Saint-Mard",16.7,16.7,6,92.3
"02617","Pouilly-sur-Serre",13.8,10.2,8.6,92.9
"02618","Prémont",9.8,9.8,6.6,90.9
"02619","Prémontré",16,7,7.7,90.3
"02620","Presles-et-Boves",10,8,6,94
"02621","Presles-et-Thierny",14.2,3.3,3.4,95.1
"02622","Priez",0,33.3,3,100
"02623","Prisces",20,0,11.1,82.6
"02624","Proisy",13.4,6,6.7,93.9
"02625","Proix",0,0,8.3,89.5
"02626","Prouvais",8.7,4.3,4.4,95.7
"02627","Proviseux-et-Plesnoy",14.3,0,4.8,95.7
"02628","Puiseux-en-Retz",0,7.7,5.7,93.1
"02629","Puisieux-et-Clanlieu",10.5,15.8,5.2,91.7
"02631","Quierzy",0,7.7,4.9,92.1
"02632","Quincy-Basse",0,0,4.8,88.9
"02633","Quincy-sous-le-Mont",25,0,6.5,100
"02634","Raillimont",0,0,10.9,93.9
"02635","Ramicourt",20,10,4.6,91.5
"02636","Regny",7.7,0,7.1,86.2
"02637","Remaucourt",4.8,4.7,7.1,93.7
"02638","Remies",7.7,15.4,7.3,87.6
"02639","Remigny",4.8,9.5,4.1,92
"02640","Renansart",0,0,4.3,89.6
"02641","Renneval",33.3,0,4.7,87.2
"02642","Résigny",18.2,9.1,9.5,86.1
"02643","Ressons-le-Long",10.4,6,6.4,91.6
"02644","Retheuil",9.7,8.4,6,95
"02645","Reuilly-Sauvigny",12.5,12.5,5.3,92
"02647","Ribeauville",66.7,0,8,96.6
"02648","Ribemont",15.9,9.7,6.6,81.2
"02649","Rocourt-Saint-Martin",10.5,5.3,5.8,97.2
"02650","Rocquigny",4.7,8.5,7.2,91.5
"02651","Rogécourt",0,0,0,95.6
"02652","Rogny",14.3,0,6.4,95
"02653","Romeny-sur-Marne",3.4,9.7,9.1,91.9
"02654","Romery",0,16.7,9.2,97.1
"02655","Ronchères",0,22.2,4.3,94.7
"02656","Roucy",8.3,8.3,1.1,96.7
"02657","Rougeries",0,18.2,4.9,86
"02658","Roupy",7.1,7.1,6.1,90.6
"02659","Rouvroy",12.3,2.4,7.2,90.2
"02660","Rouvroy-sur-Serre",0,0,0,90
"02661","Royaucourt-et-Chailvet",0,7.1,6.2,91.8
"02662","Rozet-Saint-Albin",16.7,11.1,6.7,94.7
"02663","Rozières-sur-Crise",7.7,7.7,7.3,91.1
"02664","Rozoy-Bellevalle",28.6,0,4.2,96.4
"02665","Grand-Rozoy",11.3,5.4,5.5,95.8
"02666","Rozoy-sur-Serre",23.6,10.6,10.6,78.7
"02667","Saconin-et-Breuil",0,7.7,2.6,90.8
"02668","Sains-Richaumont",13.1,10.1,7.9,84.2
"02670","Saint-Algis",0,11.1,12.6,86.6
"02671","Saint-Aubin",11.8,11.8,3,94.6
"02672","Saint-Bandry",12.5,18.2,6.8,93.1
"02673","Saint-Christophe-à-Berry",0,11.5,6.1,94.8
"02674","Saint-Clément",33.3,33.3,3.1,94.7
"02675","Sainte-Croix",10,0,6.1,90.9
"02676","Saint-Erme-Outre-et-Ramecourt",8.2,8.6,6.7,89.2
