"IRIS","DISP_TP6019"
671300103,18340
671300104,"9.7"
671800101,"23.6"
671800102,"16.4"
671800201,"13.2"
671800202,"13.2"
671800203,"12.7"
671800301,"14.3"
671800302,"9.3"
671800402,7
671800403,"18.8"
671800501,15
671800502,"15.5"
671800503,20520
672040101,"9.7"
672040102,"14.8"
672040103,"11.4"
672040104,"16.1"
672040105,"19.9"
672180102,"8.6"
672180103,"9.3"
672180104,"9.8"
672180201,"14.1"
672180202,"11.1"
672180203,"11.9"
672180301,"12.9"
672180302,10980
672180303,11
672670101,"14.9"
672670102,"15.3"
672670201,13240
672670202,12270
672670203,"15.7"
672670301,"10.8"
672670302,"10.5"
673480101,20540
673480102,"6.9"
673480103,16940
673480104,12980
673480105,19030
673650102,16950
673650103,"27.8"
673650104,"10.5"
673650105,"15.8"
674370101,"12.9"
674370103,18760
674370104,"24.4"
674370105,13
674370109,"23.9"
674470102,11570
674470103,17
674470201,"17.3"
674470202,"23.3"
674470203,"21.8"
674470301,"20.1"
674470302,"34.5"
674470401,"42.8"
674470402,"28.5"
674470501,"19.3"
674470502,"17.5"
674620101,"26.1"
674620102,"9.9"
674620103,"14.5"
674620104,"14.5"
674620105,"10.3"
674620106,"15.7"
674620107,18430
674620109,17640
674820101,18990
674820102,"14.6"
674820201,"18.2"
674820202,20
674820203,18
674820204,"13.6"
674820301,"37.8"
674820302,"17.4"
674820303,"23.6"
674820304,23
674820305,"24.4"
674820401,"16.2"
674820402,"17.1"
674820502,17
674820503,"19.1"
674820601,"9.1"
674820602,"6.8"
674820603,16120
674820701,"9.6"
674820702,"11.5"
674820801,"12.4"
674820802,"13.3"
674820803,19600
674820804,13
674820901,10880
674820902,"35.2"
674820903,"19.6"
674821001,"30.2"
674821002,"39.6"
674821004,"33.2"
674821005,"22.8"
674821101,"26.8"
674821102,"20.2"
674821103,"20.4"
674821104,"22.8"
674821201,"11.8"
674821202,"14.7"
674821203,"14.5"
674821204,"16.7"
674821206,"15.4"
674821207,"15.1"
674821301,"41.3"
674821302,"50.7"
674821401,"35.4"
674821402,"14.3"
674821403,"35.8"
674821404,"34.3"
674821405,"22.9"
674821501,"39.9"
674821502,"31.4"
674821503,"21.9"
674821601,"39.7"
674821603,"27.7"
674821606,"25.1"
674821701,50
674821702,"48.8"
674821703,"44.7"
674821704,"42.2"
674821705,"33.4"
674821801,"15.9"
674821802,51
674821804,"31.6"
674821805,"41.6"
674821902,"16.3"
674821903,"11.7"
674821904,"19.5"
674821905,"16.7"
674822001,"43.2"
674822002,10620
674822101,"12.1"
674822102,"12.4"
674822103,"12.8"
674822104,20540
674822105,"11.9"
674822106,"10.8"
674822201,"38.1"
674822202,10840
674822301,"28.8"
674822302,"26.6"
674822303,21
674822304,"15.1"
674822305,"21.6"
674822401,"21.7"
674822402,17
674822403,"21.9"
674822404,"16.2"
674822405,"18.6"
674822406,"23.4"
674822407,"11.8"
674822501,"29.8"
674822502,22660
674822503,"12.7"
674822601,"18.9"
674822602,"27.5"
674822702,"48.6"
674822703,35
674822801,"46.7"
674822802,"56.6"
674822804,43
674822901,"56.5"
674822902,"20.3"
674823001,"14.4"
674823002,"12.8"
674823003,"24.7"
680630101,16940
680630102,18260
680630103,"15.4"
680630104,11
680630105,12300
680660101,"18.5"
680660102,"19.3"
680660103,15
680660104,"14.4"
680660105,"22.1"
680660201,25580
680660202,"10.2"
680660301,5
680660401,"9.8"
680660402,"19.2"
680660501,"14.6"
680660502,"27.5"
680660503,"16.9"
680660601,"14.3"
680660602,"14.4"
680660603,"19.7"
680660604,17820
680660701,11500
680660702,"26.5"
680660801,"57.3"
680660802,"29.2"
680660803,"29.7"
680660804,"45.4"
680660805,"42.5"
680660901,"12.7"
680660902,13
681120101,"20.8"
681120102,"20.8"
681120103,"15.5"
681120104,"10.7"
681120105,"17.8"
681540101,13450
681540102,"22.1"
681540103,"20.4"
681540104,"32.4"
681540105,"13.7"
681540106,18230
681540107,"11.7"
681660102,"12.8"
681660103,17610
681660104,"15.1"
681660105,"10.9"
681660106,"9.2"
682240101,"25.9"
682240102,"19.2"
682240201,"34.8"
682240202,"40.2"
682240301,"39.2"
682240302,"46.3"
682240401,"33.2"
682240402,"32.9"
682240403,"32.7"
682240501,"47.3"
682240502,23
682240601,31
682240602,"22.6"
682240603,"29.6"
682240701,10
682240703,24510
682240704,"17.8"
682240801,"10.6"
682240802,"25.4"
682240901,"44.2"
682240902,"57.1"
682240903,"55.2"
682240904,10290
682241001,"12.2"
682241002,"22.8"
682241101,"36.6"
682241102,"30.7"
682241201,"32.6"
682241203,"54.9"
682241301,"46.3"
682241302,"45.4"
682241401,"38.6"
682241402,"43.8"
682241403,51
682241501,"35.2"
682241601,"38.1"
682241602,"28.4"
682241701,"23.2"
682241702,"41.1"
682241703,"19.6"
682241801,"34.9"
682241802,35
682710101,22890
682710102,19630
682710103,"11.5"
682710104,"12.4"
682710105,15510
682780101,22830
682780102,"8.1"
682780103,20320
682780104,19160
682780106,"23.6"
682970101,"20.9"
682970102,23540
682970103,21680
682970104,"16.5"
682970105,"31.4"
682970106,"14.8"
682970107,"24.3"
682970108,12580
683750101,19150
683750102,8
683750104,"13.1"
683750105,18410
683760101,"15.3"
683760102,"15.3"
683760103,"12.9"
683760104,12990
683760105,18490
683760106,"7.8"
690190101,"19.4"
690190102,"12.6"
690190201,"7.5"
690270102,"8.4"
690270103,12200
690270104,"7.8"
690270105,25360
690290101,"24.9"
690290102,"11.5"
690290103,21260
690290104,22410
690290201,"17.8"
690290202,"37.5"
690290203,11820
690290204,"29.5"
690290205,23
690290301,"11.5"
690290401,19720
690290402,"12.4"
690290501,41
690290502,51
690290601,"11.3"
690290602,13
690340101,"10.9"
690340102,"13.9"
690340103,21050
690340104,20350
690340105,19790
690340201,"12.7"
690340301,20500
690340302,20000
690340303,21880
690340401,"9.1"
690340402,19320
690340403,19330
690340501,"24.5"
690340502,21190
690340503,23340
690340601,"10.7"
690340602,23240
690340801,"22.2"
690690101,21970
690690102,"10.8"
690690103,20300
690810101,"34.8"
690810102,18000
690810104,"10.8"
690810105,27360
690810201,"12.6"
690810202,19060
690810301,"10.6"
690810302,25360
690890101,26160
690890102,21150
690890201,"7.9"
690890202,17820
690890301,"8.6"
690910101,10770
690910102,47
690910103,"10.7"
690910201,"34.7"
690910202,"34.6"
690910203,"30.7"
690910301,"19.6"
691490101,"14.5"
691490102,19650
691490201,"14.8"
691490202,"11.9"
691490301,10
691490302,20240
691490303,18840
691490401,15
691490402,10860
691490501,"11.9"
691490502,"13.4"
691520102,"21.5"
691520103,"41.3"
691520104,21
691520105,"8.2"
691990201,"30.2"
691990202,"20.9"
691990301,"34.6"
691990302,33
691990303,"42.1"
691990401,11810
691990402,"26.6"
692020101,19850
692020102,"6.7"
692020103,19100
692020201,18520
692020202,22140
692020203,"11.8"
692020301,24260
692020302,20420
692020401,23520
692020402,"16.2"
692040101,23930
692040102,21910
692040103,"12.6"
692040203,12920
692040204,"10.6"
692040205,"7.6"
692040301,"9.5"
692040302,20150
692430101,"24.1"
692430102,14830
692430103,"22.8"
692430104,15920
692440101,25660
692440102,23750
692440201,"10.3"
692440202,17990
692440203,"8.6"
692560201,"17.1"
692560202,"26.9"
692560203,"21.3"
692560301,"42.6"
692560302,"52.5"
692560401,"35.3"
692560402,"42.7"
692560404,50
692560501,"19.7"
692560601,"51.9"
692560602,50
692560603,"36.8"
692560701,28
692560702,"25.1"
692590102,"28.8"
692590103,"24.8"
692590104,"25.7"
692590202,"19.6"
692590203,30
692590204,"38.4"
692590301,"51.7"
692590302,"41.2"
692590303,"45.8"
692590401,"28.7"
692590402,"60.1"
692590403,"34.3"
692590501,"41.5"
692590502,"48.4"
692590601,18
692590602,"29.1"
692590701,"17.9"
692590702,"22.9"
692590801,"17.8"
692590802,24
692590803,"33.4"
692640201,10150
692640202,"44.9"
692640203,"21.8"
692640301,12140
692640302,34
692640303,"22.5"
692640401,"15.6"
692640402,14
692640501,"12.6"
692640502,"8.2"
692640601,10550
692660101,16
692660102,"20.4"
692660103,"16.3"
692660202,15
692660301,"19.5"
692660302,"20.7"
692660402,"27.3"
692660403,"17.5"
692660501,18460
692660502,"21.8"
692660601,"21.3"
692660701,"27.2"
692660702,"24.7"
692660703,12660
692660801,"30.2"
692660901,"20.8"
692660902,"11.1"
692660903,"18.1"
692661001,"15.2"
692661002,"11.2"
692661101,"16.1"
692661201,13
692661202,"16.5"
692661203,"11.1"
692661204,"24.3"
692661205,"19.2"
692661301,"16.4"
692661302,"16.9"
692661303,"16.5"
692661401,"22.5"
692661402,"20.7"
692661403,"14.6"
692661404,"24.4"
692661501,22
692661502,"13.3"
692661503,"13.9"
692661601,"18.4"
692661602,"19.1"
692661701,"32.1"
692661702,"20.4"
692661703,"21.3"
692661704,"28.1"
692661801,"24.3"
692661802,"34.3"
692661803,"31.2"
692661804,"36.7"
692710102,"6.5"
692710103,"14.4"
692710104,22880
692710105,25210
692730102,"7.8"
692730103,"6.5"
692730104,20610
692750101,"13.6"
692750102,"22.5"
692750103,"13.4"
692750104,"12.7"
692750105,11130
692750106,18380
692750107,"9.6"
692750108,19530
692750110,"18.4"
692770101,21780
692770102,21670
692770103,22320
692770104,23880
692820101,23850
692820102,"9.5"
692820103,"11.1"
692820104,"10.9"
692820201,19760
692820202,21220
692820203,"15.6"
692820301,"14.5"
692820402,17600
692820403,12830
692820501,"22.9"
692820502,18870
692830101,18320
692830102,"11.2"
692830103,19520
692830104,22140
692860101,"8.3"
692860102,"6.5"
692860201,"40.7"
692860202,"30.9"
692860301,"44.7"
692860302,"26.8"
692860303,"24.2"
692860304,"29.2"
692860401,"30.4"
692860402,"47.9"
692860501,"9.5"
692860502,"12.4"
692900101,12370
692900102,"12.9"
692900103,"16.9"
692900104,"12.8"
692900105,"20.9"
692900201,19220
692900202,19730
692900301,"15.9"
692900302,"28.6"
692900401,"34.1"
692900402,"44.8"
692900403,23
692900404,35
692900405,"16.3"
692900501,"9.5"
692900502,"13.1"
692900601,"8.8"
692900602,"14.8"
692900701,19400
692900702,21920
693810101,"12.8"
693810201,12
693810202,"16.1"
693810301,"16.9"
693810302,16600
693810303,14
693810304,"19.1"
693810401,"11.4"
693810402,"13.3"
693810501,"11.8"
693820101,"11.4"
693820102,13
693820202,23460
693820204,22710
693820301,24180
693820302,21020
693820401,21080
693820402,"10.6"
693820502,"11.7"
693820503,"19.9"
693820504,"17.6"
693830102,23060
693830103,22780
693830104,"9.2"
693830105,"9.8"
693830201,"28.2"
693830202,"18.4"
693830203,12
693830204,"13.1"
693830205,"16.6"
693830301,18
693830302,"13.6"
693830401,12
693830402,"13.3"
693830404,12
693830405,"14.2"
693830501,12
693830502,"13.4"
693830601,"15.2"
693830602,"20.6"
693830603,"5.8"
693830604,"8.9"
693830701,"10.7"
693830702,"13.8"
693830703,"7.5"
693830801,"14.2"
693830802,"13.3"
693830804,"16.2"
693830901,"11.2"
693830902,"11.1"
693840101,20040
693840102,13
693840103,"9.2"
693840202,10
693840203,19200
693840204,"10.6"
693840301,9
693840302,"9.5"
693840303,10
693840401,20220
693840402,"19.5"
693840403,19130
693840501,13
693840502,20710
693850101,"15.7"
693850102,14
693850103,"13.5"
693850104,"11.6"
693850202,15470
693850203,"15.2"
693850204,20300
693850301,"20.3"
693850302,14940
693850403,"7.5"
693850404,"10.2"
693850501,"9.4"
693850502,"11.4"
693850503,"21.6"
693850504,"8.8"
693850601,"9.8"
693850602,19390
693850603,22560
693860103,27640
693860104,24520
693860201,26100
693860202,26800
693860301,24640
693860302,"8.6"
693860303,9
693860304,"8.4"
693860401,22610
693860402,24380
693860403,25110
693860501,"15.7"
693860502,"10.1"
693860503,"11.7"
693860601,"12.7"
693860602,11
693860603,"12.8"
693860701,"10.8"
693860702,"14.9"
693870101,"16.4"
693870102,"13.5"
693870103,"14.2"
693870201,22
693870202,"16.4"
693870203,"10.8"
693870301,10
693870302,"12.4"
693870401,"14.7"
693870402,"14.9"
693870403,"18.9"
693870501,"12.6"
693870502,"12.9"
693870503,"14.5"
693870601,"15.3"
693870602,"13.8"
693870603,"11.1"
693870701,"14.9"
693870703,"28.4"
693870704,"13.7"
693870705,"12.4"
693870801,"18.6"
693870802,14020
693880101,"7.7"
693880102,"15.9"
693880104,9
693880105,"18.9"
693880202,"11.5"
693880203,21250
693880204,"9.9"
693880301,"12.4"
693880302,"31.5"
693880303,"20.5"
693880401,10500
693880402,"31.9"
693880403,"16.5"
693880404,"15.9"
693880501,"14.6"
693880502,"14.6"
693880503,"11.5"
693880601,"43.4"
693880602,"34.6"
693880603,"46.7"
693880701,14
693880702,30
693880801,"34.7"
693880802,"34.3"
693880901,"15.4"
693880902,"23.8"
693880903,"30.8"
693890101,12850
693890102,21800
693890103,"10.5"
693890104,"19.6"
693890201,"23.3"
693890203,"20.3"
693890301,"16.4"
693890302,"25.9"
693890303,"14.8"
693890401,"18.5"
693890402,"13.4"
693890403,"23.2"
693890501,"24.6"
693890502,"10.3"
693890604,"44.3"
693890605,"39.6"
693890606,"31.9"
693890607,"19.9"
702850101,"17.5"
702850102,16940
702850104,13250
702850105,"11.2"
705500101,12510
705500102,"45.2"
705500103,11
705500104,"22.1"
705500105,"17.9"
705500106,12480
705500107,"15.5"
710140101,10700
710140102,"14.8"
710140103,"24.6"
710140104,"15.2"
710140105,"21.7"
710140106,"10.8"
710140107,"26.9"
710140108,"19.9"
710760103,"14.2"
710760104,"24.4"
710760105,"10.1"
710760106,"14.9"
710760107,12000
710760108,"47.1"
710760109,"53.3"
710760110,"35.3"
710760111,"30.7"
710760112,"16.5"
710760113,"13.2"
710760114,"14.4"
710760115,14
710760116,"14.8"
710760117,"13.6"
710760118,"16.7"
710760119,"13.4"
710760120,"14.9"
711530101,"22.6"
711530102,"35.4"
711530103,"16.3"
711530104,"24.8"
711530105,18110
711530106,"15.2"
711530109,"12.2"
711530110,"15.3"
711530111,"23.9"
711530112,"11.9"
711530113,17520
712700101,17430
712700102,"10.8"
712700103,"44.3"
712700105,"15.5"
712700106,"11.4"
712700107,"17.8"
712700108,17
712700109,"42.6"
712700110,"34.8"
712700111,"49.8"
712700112,18
712700114,18790
712700115,"41.2"
712700116,"21.9"
712700117,32
713060101,14100
713060102,15330
713060103,12
713060104,"20.5"
713060105,"26.4"
713060106,"42.6"
713060107,"17.7"
713060108,"20.6"
713060109,"15.1"
720030101,"12.7"
720030102,"45.3"
720030103,"37.9"
720030104,10370
720030105,17260
721540101,15110
721540102,17
721540103,"17.1"
721540104,18380
721540105,"17.3"
721540106,"14.3"
721540107,"16.4"
721810101,"18.9"
721810102,"24.3"
721810103,21
721810201,"15.2"
721810202,22
721810203,"19.6"
721810301,"11.7"
721810302,"28.6"
721810401,"24.6"
721810402,19
721810501,"12.4"
721810502,17910
721810503,17250
721810601,20790
721810602,22100
721810701,18920
721810702,18650
721810801,"14.5"
721810802,"41.1"
721810803,"11.2"
721810804,"21.1"
721810901,19390
721810902,22340
721811001,"8.9"
721811002,"21.2"
721811003,"19.7"
721811101,18130
721811102,18750
721811103,18290
721811201,10
721811202,"12.4"
721811203,"13.7"
721811301,"11.6"
721811302,"18.1"
721811303,16
721811401,20640
721811402,11010
721811501,"10.4"
721811502,"10.1"
721811601,16
721811602,"12.2"
721811701,"50.2"
721811702,51
721811703,"53.5"
721811801,"58.3"
721811802,"55.2"
721811803,"51.8"
721811901,"12.7"
721811902,"21.7"
721812001,"24.2"
721812002,36
721812101,"52.7"
721812102,"64.7"
721812201,20
721812202,"22.3"
721812301,"29.3"
721812302,16620
721812303,"19.7"
721812401,"18.7"
721812402,"24.8"
721812403,16830
721812501,"14.5"
721812502,"23.6"
722640101,16680
722640102,12350
722640103,"15.1"
722640104,"27.8"
722640105,20
730080101,"13.1"
730080102,11
730080201,"8.8"
730080202,"8.9"
730080203,"16.1"
730080204,"22.5"
730080301,13730
730080302,"10.2"
730080401,22110
730080402,19540
730080403,"11.6"
730110101,14
730110102,"17.8"
730110103,"10.5"
730110104,"20.5"
730110105,"24.7"
730110106,27
730650101,"18.2"
730650201,"19.9"
730650202,"39.3"
730650301,"13.8"
730650302,"10.1"
730650303,"11.6"
730650401,"10.2"
730650402,21470
730650501,"7.9"
730650601,12070
730650602,"44.9"
730650603,"16.1"
730650604,"12.8"
730650605,"43.9"
730650701,19
730650801,"16.3"
730650802,"12.4"
730650901,"18.8"
730650902,"15.5"
730650903,"16.9"
730651001,"26.9"
730651002,"12.8"
731790101,"6.7"
731790102,17550
731790103,21280
731790104,20900
740100101,"9.2"
740100102,21650
740100103,"12.4"
740100204,"11.5"
740100205,"11.8"
740100302,"14.3"
740100303,"12.2"
740100304,"9.6"
740100401,23020
740100402,19240
740100403,"10.4"
740100404,20750
740100501,"14.3"
740100502,"21.4"
740100503,"18.6"
740100601,"16.4"
740100602,18670
740100603,"11.6"
740100604,"21.3"
740100701,22870
740100702,22530
740100703,"18.9"
740100801,21320
740100802,6
740100902,22220
740100903,25670
740101001,12
740101002,18770
740101101,"12.1"
740101102,"19.4"
740101103,"13.5"
740101202,"10.2"
740101203,19830
740101301,"7.6"
740101302,"8.2"
740101303,"14.6"
740101401,"15.2"
740101402,"24.3"
740101403,18930
740101501,19830
740101502,20880
740101503,5
740101504,"7.4"
740101601,22920
740120101,"21.5"
740120201,"18.6"
740120202,"19.9"
740120301,"15.1"
740120302,"21.6"
740120401,"23.7"
740120402,"25.7"
740120403,"38.3"
740120404,"36.5"
740120501,"19.8"
740420101,12120
740420102,"9.3"
740420103,21180
740420104,"16.3"
740420105,20490
740810101,19100
740810102,15
740810201,"31.2"
740810301,"8.8"
740810401,"13.5"
740810501,"19.1"
741330101,10820
741330102,13450
741330103,"21.6"
741330104,"14.2"
742080101,18650
742080102,"6.4"
742080103,17640
742080104,"10.3"
742240101,5
742240102,"11.9"
742240103,15020
742250101,"13.3"
742250102,"10.9"
742250103,"6.9"
742250104,13
742430101,13720
742430102,"12.9"
742430103,20540
742430104,"12.9"
742560101,21440
742560103,21260
742560104,"7.1"
742560105,"23.3"
742560106,"10.6"
742560107,"7.6"
742810101,"13.5"
742810102,"12.5"
742810103,"9.2"
742810104,"15.3"
742810201,"12.6"
742810202,"10.9"
742810203,"11.5"
742810204,"27.2"
742810205,"13.1"
742810206,"18.9"
751010201,13
751010202,22930
751010203,"11.5"
751010204,20220
751010301,"11.8"
751010401,25010
751010402,22360
751020601,21560
751020602,22380
751020701,"12.2"
751020702,"12.4"
751020703,"13.4"
751020801,"18.3"
751020802,20640
751020803,"13.1"
751020804,"15.4"
751020805,"15.8"
751030901,"14.9"
751030902,"15.1"
751030903,"12.1"
751030904,"18.5"
751030905,18820
751031001,"12.3"
751031002,"11.2"
751031003,"10.7"
751031004,"11.5"
751031101,"9.3"
751031102,24440
751031103,22060
751031104,"9.4"
751031201,"13.7"
751031202,"13.4"
751031203,"11.6"
751031204,"16.8"
751041301,"13.3"
751041302,"13.1"
751041303,"13.3"
751041401,"17.8"
751041402,20150
751041403,"13.5"
751041404,19890
751041501,"12.1"
751041502,13
751041503,24260
751041504,"11.8"
751041601,"12.3"
751051701,"12.6"
751051702,24250
751051703,"11.8"
751051704,"8.9"
751051705,11
751051801,24440
751051802,"10.2"
751051803,21510
751051804,"12.8"
751051805,"14.4"
751051806,19210
751051807,20980
751051808,25060
751051901,10
751051902,22720
751051903,22810
751051904,26300
751051905,26810
751051906,"10.7"
751051907,22920
751051908,"12.8"
751052001,"12.4"
751052002,24600
751052003,"17.3"
751052004,"13.3"
751062101,23060
751062102,"15.4"
751062103,20210
751062201,26420
751062202,25800
751062203,"13.2"
751062204,"10.4"
751062301,27780
751062302,27940
751062303,24190
751062304,27290
751062305,27550
751062306,26030
751062307,24320
751062308,"9.2"
751062309,"11.3"
751062310,23760
751062311,26270
751062401,23980
751062402,"14.4"
751072501,26960
751072502,27690
751072503,24640
751072504,24340
751072505,23770
751072506,"9.2"
751072601,27810
751072602,26620
751072604,27840
751072701,24100
751072702,25730
751072703,33110
751072704,28890
751072705,30640
751072706,23880
751072801,26740
751072802,25500
751072803,"14.4"
751072804,"12.1"
751072805,"9.5"
751072806,29010
751072807,31240
751072808,29010
751072809,26860
751072810,10
751072811,26840
751083001,"10.6"
751083002,"12.2"
751083004,"12.3"
751083005,"17.7"
751083105,26160
751083106,27350
751083201,25640
751083202,25760
751083203,27310
751083204,28570
751083205,7
751083206,8
751083207,26810
751083209,24890
751083210,27790
751093301,24570
751093302,27460
751093303,23380
751093304,29010
751093305,25830
751093306,"9.9"
751093307,"9.3"
751093308,"16.5"
751093309,"14.7"
751093310,24250
751093403,23040
751093407,20010
751093501,"15.3"
751093502,"12.5"
751093503,"10.8"
751093504,21700
751093601,"9.7"
751093602,"13.1"
751093603,19600
751093604,22120
751093605,22870
751093606,23830
751093607,"14.6"
751093608,"11.4"
751093609,"10.4"
751093610,"13.1"
751103701,"12.3"
751103702,"19.2"
751103703,"15.3"
751103704,"9.9"
751103705,"9.4"
751103706,"15.5"
751103707,"15.7"
751103708,"16.3"
751103709,"18.9"
751103801,"18.3"
751103802,"25.4"
751103803,14
751103804,"12.4"
751103805,"11.5"
751103806,"14.3"
751103901,14
751103902,"10.3"
751103903,22490
751103904,"16.6"
751103905,"18.7"
751103906,"13.5"
751103907,"17.1"
751103908,"14.7"
751103909,"15.5"
751103910,13
751104001,"27.8"
751104002,"23.7"
751104003,"19.6"
751104004,"23.6"
751104005,"29.2"
751104006,"16.9"
751104007,"19.5"
751104008,"17.9"
751104009,"13.8"
751104010,"17.7"
751104011,23
751114101,"22.6"
751114102,"22.8"
751114103,"13.7"
751114104,19060
751114105,21880
751114106,"13.8"
751114107,"9.5"
751114108,"9.7"
751114109,"23.4"
751114110,"26.2"
751114111,12800
751114112,"48.2"
751114113,"22.8"
751114114,"15.6"
751114115,"10.3"
751114201,"19.7"
751114202,"13.5"
751114203,"10.2"
751114204,"14.9"
751114205,"11.8"
751114206,"12.2"
751114207,21670
751114208,"9.4"
751114209,"11.9"
751114210,"16.1"
751114211,"12.6"
751114212,24200
751114213,"13.5"
751114214,"17.4"
751114301,"19.4"
751114302,"14.7"
751114303,"18.2"
751114304,19310
751114305,"16.6"
751114306,"15.8"
751114307,"13.9"
751114308,"14.4"
751114309,"18.1"
751114310,22520
751114311,"15.7"
751114312,21400
751114313,23090
751114314,"11.4"
751114315,16
751114316,"15.2"
751114317,"13.8"
751114318,"12.7"
751114319,"11.9"
751114320,13
751114321,"17.7"
751114401,22440
751114402,21580
751114403,"11.8"
751114404,"10.9"
751114405,"14.7"
751114406,"12.4"
751114407,"11.5"
751114408,"11.6"
751114409,"13.2"
751114410,"13.5"
751114411,"13.7"
751114412,"11.7"
751114413,22620
751124501,"18.6"
751124502,"9.9"
751124503,"12.7"
751124504,"10.6"
751124505,22880
751124506,"11.3"
751124507,"13.4"
751124508,"9.8"
751124509,20920
751124510,"22.8"
751124511,"25.6"
751124512,"14.1"
751124513,21990
751124514,24990
751124601,"14.9"
751124602,"12.6"
751124603,23660
751124604,"16.9"
751124605,"13.2"
751124606,17
751124608,"12.2"
751124609,"23.3"
751124610,"9.2"
751124611,23490
751124612,"9.4"
751124613,"10.2"
751124614,23870
751124615,9
751124616,"10.2"
751124617,21880
751124618,"11.1"
751124619,"12.8"
751124620,19360
751124621,"14.5"
751124623,22160
751124624,27570
751124701,"14.3"
751124702,"12.1"
751124703,"15.1"
751124704,19860
751124705,"14.7"
751124801,"16.4"
751124802,"14.3"
751124803,26410
751124804,22780
751124805,20720
751124806,22800
751124807,"11.3"
751124808,"13.2"
751124809,"13.6"
751124810,"13.2"
751124812,"27.2"
751134901,"17.6"
751134902,"17.2"
751134903,"16.3"
751134904,"23.2"
751134905,"9.9"
751134906,"10.8"
751134907,"11.8"
751135001,"23.8"
751135002,33
751135003,"22.5"
751135004,"36.3"
751135005,"19.9"
751135006,"13.2"
751135007,"18.3"
751135008,"22.4"
751135009,"16.1"
751135010,"13.2"
751135011,"15.7"
751135012,"17.2"
751135013,"32.3"
751135014,10
751135015,"16.1"
751135016,"15.4"
751135018,11
751135019,"17.1"
751135020,"11.3"
751135021,12
751135023,19470
751135024,"11.9"
751135025,15
751135026,"23.4"
751135027,30
751135028,"13.2"
751135029,"15.5"
751135030,"15.8"
751135031,"24.4"
751135101,"26.3"
751135102,"22.5"
751135103,"15.1"
751135104,"21.1"
751135105,"11.3"
751135106,"16.6"
751135107,"16.4"
751135108,"30.5"
751135109,"20.4"
751135110,"17.6"
751135111,20
751135112,10
751135113,"11.7"
751135114,"11.6"
751135115,21630
751135116,"12.2"
751135117,"12.7"
751135118,21700
751135119,"25.3"
751135120,20380
751135121,22570
751135122,"8.3"
751135123,"12.5"
751135124,"9.2"
751135125,13
751135201,"9.8"
751135202,"15.7"
751135203,"9.4"
751135204,"15.9"
751135205,11
751135206,"9.5"
751135207,23320
751145301,19440
751145302,26860
751145303,22940
751145304,20280
751145305,22620
751145306,24200
751145307,20150
751145308,21520
751145309,25980
751145310,24350
751145402,"8.9"
751145403,"10.1"
751145404,"13.2"
751145405,"12.3"
751145406,"6.9"
751145501,"20.2"
751145502,"15.7"
751145503,"26.4"
751145504,"8.9"
751145505,"13.4"
751145506,"8.5"
751145507,24590
751145508,11
751145509,24030
751145510,22970
751145511,22130
751145512,23420
751145513,9
751145514,22270
751145515,"11.5"
751145516,23050
751145601,"15.3"
751145602,13550
751145603,"31.7"
751145604,"23.7"
751145605,"13.1"
751145606,"11.4"
751145607,"11.1"
751145608,"10.5"
751145609,"27.3"
751145610,"14.7"
751145611,"20.6"
751145612,22300
751145613,22820
751145614,"16.5"
751145615,"12.4"
751145616,"15.2"
751145617,"21.1"
751145618,"18.3"
751145619,14
751145620,"16.6"
751145621,"13.8"
751145622,23370
751145623,"10.9"
751145624,24720
751145625,19400
751155701,24
751155702,"16.3"
751155703,15
751155704,"21.4"
751155705,"15.7"
751155706,"10.2"
751155707,"12.5"
751155708,"14.1"
751155709,10
751155710,"11.1"
751155711,21870
751155712,"11.2"
751155713,30120
751155714,22280
751155715,"9.9"
751155716,"10.4"
751155717,"12.4"
751155718,"12.7"
751155719,"11.6"
751155720,12
751155721,25180
751155722,"7.9"
751155723,"8.2"
751155724,"9.1"
751155725,25350
751155726,"12.8"
751155727,"11.3"
751155728,22730
751155729,"8.6"
751155730,"7.9"
751155731,"13.2"
751155801,"32.8"
751155802,20
751155803,"7.2"
751155804,25770
751155805,22200
751155806,"10.5"
751155807,"8.2"
751155808,28260
751155809,"8.2"
751155810,"12.8"
751155811,23030
751155812,28070
751155813,29990
751155814,23050
751155815,11
751155816,25530
751155817,"11.3"
751155901,"12.2"
751155902,23790
751155903,"12.7"
751155904,26610
751155905,23410
751155906,24880
751155907,"12.6"
751155908,"17.1"
751155909,"10.7"
751155910,11
751155911,24860
751155912,"14.5"
751155913,8
751155914,24390
751155915,"11.8"
751155916,"8.1"
751155917,"8.2"
751155918,"9.5"
751155919,"12.5"
751156001,"23.4"
751156002,24060
751156003,"10.6"
751156004,"11.4"
751156005,25090
751156006,20830
751156007,16
751156008,"12.6"
751156009,"17.3"
751156010,"14.9"
751156012,"10.6"
751156013,24340
751156014,"16.3"
751156015,"13.7"
751156016,"16.5"
751156017,"10.9"
751156018,"12.4"
751156019,"7.3"
751156020,8
751156022,15730
751166101,"17.6"
751166102,"14.7"
751166103,"16.7"
751166104,"16.9"
751166105,"9.7"
751166106,"10.3"
751166107,"10.7"
751166108,"13.4"
751166109,"9.1"
751166110,"11.5"
751166111,25490
751166112,31630
751166113,25740
751166114,"18.2"
751166115,"14.6"
751166116,27870
751166117,"8.3"
751166118,"9.8"
751166119,27390
751166120,26760
751166121,"15.3"
751166122,27250
751166123,26870
751166124,21820
751166125,26090
