"IRIS","DISP_TP6019"
174150201,"12.3"
174150202,"15.9"
174150203,"11.6"
174150301,"16.3"
174150302,"10.4"
174150303,18010
174150401,"34.9"
174150402,"15.9"
174150403,"29.4"
180330101,"15.4"
180330102,"14.3"
180330201,"12.2"
180330202,"17.3"
180330203,23
180330204,"15.6"
180330205,9
180330301,"24.8"
180330401,32
180330402,"44.2"
180330501,"14.8"
180330601,"13.7"
180330602,"10.7"
180330701,"7.2"
180330801,"8.1"
180330901,"18.2"
180330902,"16.1"
180331002,"53.7"
180331004,44
180331102,"51.1"
180331301,8
180331302,"32.7"
180331401,21250
180331501,"11.8"
181970101,"26.5"
181970102,"22.2"
181970103,"14.4"
181970104,"10.5"
182790101,"26.3"
182790102,"40.3"
182790201,13280
182790301,19
182790401,16660
182790501,"11.6"
182790502,"15.7"
182790601,"17.4"
182790701,"18.5"
182790801,29
182790901,"53.6"
182791001,"33.4"
182791101,"12.7"
190310101,"22.7"
190310102,"14.4"
190310103,"12.8"
190310104,"13.1"
190310201,"12.7"
190310202,"33.3"
190310203,"15.2"
190310301,17630
190310302,17990
190310303,"10.7"
190310304,"11.9"
190310401,"11.9"
190310403,"21.5"
190310405,"16.9"
190310406,40
190310501,"28.4"
190310502,"37.7"
190310503,"25.7"
190310601,12840
190310602,16350
190310603,"12.2"
190310701,"13.1"
190310702,"8.7"
192720101,"18.9"
192720102,"9.6"
192720201,"24.6"
192720202,"14.5"
192720301,12150
192720302,"16.9"
192720303,17330
210540102,"10.7"
210540103,18730
210540104,"13.3"
210540105,"12.3"
210540106,17470
210540107,"26.5"
210540108,"10.5"
210540109,18750
210540110,"21.4"
211660101,"41.1"
211660102,"31.4"
211660103,37
211660104,"37.2"
211660105,"8.7"
211660106,"14.1"
211660107,"27.7"
211710101,19090
211710102,7
211710103,"13.4"
211710104,17530
212310101,"24.6"
212310102,"16.7"
212310103,"13.7"
212310201,18830
212310202,"16.9"
212310301,"12.5"
212310302,"12.8"
212310303,"17.4"
212310304,18520
212310305,"13.4"
212310401,"21.3"
212310402,"12.5"
212310403,11
212310404,"15.2"
212310501,"14.9"
212310502,19
212310503,"11.9"
212310701,"19.5"
212310702,16470
212310703,"26.5"
212310704,"17.8"
212310801,"15.5"
212310802,"16.3"
212310803,20470
212310804,"18.7"
212310901,"16.6"
212311001,17410
212311002,"9.8"
212311003,"10.3"
212311004,14
212311005,18770
212311006,"15.1"
212311101,23320
212311201,"17.8"
212311202,"45.4"
212311203,"55.9"
212311204,13560
212311301,17880
212311302,"17.6"
212311303,"13.8"
212311401,"10.3"
212311402,"8.3"
212311501,"8.7"
212311502,19870
212311503,20210
212311601,"13.9"
212311602,18540
212311603,19930
212311604,"11.7"
212311701,"12.3"
212311702,"13.1"
212311703,"13.3"
212311704,"10.5"
212311801,"23.4"
212311802,"34.6"
212311803,"45.1"
212312001,21150
212312002,19320
212312003,"7.5"
212319801,19400
216170101,20640
216170102,19090
216170103,"23.3"
216170104,"33.5"
216170105,13250
216170106,22960
220500102,"20.7"
220500103,"28.4"
220500104,"12.7"
220500106,"18.9"
220500107,19230
220500201,"9.3"
220930101,15730
220930102,"11.7"
220930103,"8.7"
220930104,"9.3"
220930106,17910
220930201,"8.3"
221130101,"7.2"
221130102,"16.6"
221130103,14490
221130104,"14.5"
221130105,19340
221130106,19040
221130107,"21.4"
221870101,18120
221870102,16350
221870103,17720
221870104,"11.3"
221870105,19980
221870106,21300
222150101,"6.8"
222150102,11
222150103,14770
222150105,"10.6"
222780101,"15.7"
222780102,9
222780103,"29.3"
222780104,"15.7"
222780105,"23.1"
222780106,"17.1"
222780107,"16.2"
222780108,"20.7"
222780109,18840
222780110,19020
222780112,"43.2"
222780113,"20.4"
222780114,"10.9"
222780115,"13.3"
222780116,10490
222780118,"30.1"
222780119,"38.2"
222780120,19430
230960101,"13.5"
230960102,"29.9"
230960103,"10.1"
230960201,"28.7"
230960202,"16.6"
240370101,"17.3"
240370102,13780
240370103,"24.2"
240370105,"21.9"
240370106,"16.1"
240370107,"13.7"
240370108,"23.5"
240370109,"13.6"
240370110,"35.3"
240370111,"18.7"
240370112,29
240370113,"25.9"
240530101,"13.1"
240530102,"9.7"
240530103,"6.1"
243220101,13630
243220102,26
243220103,"17.3"
243220104,28
243220105,"18.1"
243220106,18
243220107,"26.9"
243220108,"25.1"
243220109,"13.5"
243220110,"14.5"
243220111,18
250310101,"25.3"
250310102,"33.2"
250310103,"26.3"
250310104,"12.7"
250310105,"21.8"
250310107,14590
250560101,"14.7"
250560102,"14.3"
250560103,"17.5"
250560104,"21.2"
250560201,"10.4"
250560302,18590
250560303,17820
250560304,"11.2"
250560401,"30.4"
250560402,"30.9"
250560501,19360
250560502,"15.6"
250560503,"15.9"
250560504,"14.7"
250560505,"12.6"
250560506,"16.3"
250560601,"13.6"
250560701,"22.6"
250560702,"22.2"
250560703,"18.6"
250560801,"17.3"
250560802,"21.8"
250560803,17480
250560805,"20.4"
250560901,"14.5"
250560902,"18.4"
250560903,"13.5"
250560904,"14.7"
250560905,"14.5"
250561001,16440
250561002,17240
250561003,"38.5"
250561004,"26.6"
250561005,16
250561101,"11.8"
250561104,31
250561105,14650
250561201,"48.3"
250561202,"47.5"
250561203,61
250561204,"52.2"
250561205,"52.7"
250561206,"34.6"
250561207,"51.1"
250561209,"16.2"
250561301,"13.9"
253880101,16
253880103,"13.2"
253880104,"30.8"
253880106,17740
253880107,"30.6"
253880108,"38.8"
253880109,"49.6"
253880111,"28.8"
253880112,"17.9"
253880115,"11.8"
253880116,"23.5"
254620101,"10.3"
254620102,"8.4"
254620104,16
254620105,"10.6"
254620106,"12.5"
254620107,"14.5"
254620108,"13.4"
254620109,19960
255800101,"16.7"
255800103,15850
255800104,12
255800105,"17.7"
255800106,"43.3"
260570101,"20.2"
260570102,"15.3"
260570103,"14.5"
260570104,"13.5"
260580101,"14.9"
260580102,"25.5"
260580201,"12.3"
260580202,14
260580203,"15.3"
260580301,16150
260580302,"6.6"
260580303,15410
261980101,"14.8"
261980102,10290
261980201,"29.1"
261980202,"10.8"
261980203,"10.4"
261980301,13
261980302,"13.3"
261980401,"16.2"
261980402,"13.2"
261980404,"10.1"
261980501,"21.5"
261980502,"33.4"
262350101,"17.6"
262350102,47
262350103,"12.7"
262350105,"11.5"
262350106,16210
262520101,"17.1"
262520102,"12.8"
262520103,"10.9"
262520104,"13.4"
262810101,"29.8"
262810102,"28.8"
262810201,15
262810202,"19.5"
262810203,"12.9"
262810204,"10.8"
262810301,17660
262810302,"18.3"
262810401,"15.5"
262810402,"15.2"
262810403,"19.8"
262810501,"58.9"
263620102,"22.6"
263620103,"24.9"
263620104,"17.9"
263620201,"49.8"
263620202,15
263620203,13560
263620301,"11.9"
263620302,"16.6"
263620303,"16.5"
263620304,"11.8"
263620401,"17.3"
263620402,"7.4"
263620403,14
263620502,"11.4"
263620503,"13.9"
263620504,"34.7"
263620601,"9.4"
263620602,10
263620701,"42.7"
263620702,33
263620801,"25.6"
263620802,"49.8"
263620803,"49.2"
270560101,"19.6"
270560102,13150
270560103,12160
270560104,"17.6"
270560105,"10.1"
272290101,"20.7"
272290102,"16.8"
272290103,"10.6"
272290201,18650
272290202,"10.2"
272290203,17480
272290302,"15.6"
272290303,23
272290401,"30.5"
272290402,"43.5"
272290403,"33.2"
272290501,"44.9"
272290502,"23.6"
272290601,"59.3"
272290602,"53.1"
272290701,"56.5"
272290801,"37.3"
272290802,"18.3"
272290803,17450
272290902,"20.4"
272290903,16280
272290904,"28.7"
272840101,"20.7"
272840102,13
272840103,"9.1"
272840104,"22.1"
272840105,"17.8"
273750101,20
273750102,"16.5"
273750103,"23.5"
273750104,"44.3"
273750105,"18.7"
273750107,"35.2"
273750108,"25.7"
273750109,"14.2"
273750110,18070
274670101,"27.4"
274670102,"25.1"
274670103,12170
274670104,"13.2"
274670201,15970
276810101,"7.6"
276810102,"14.3"
276810103,"18.7"
276810104,"17.8"
276810105,"53.9"
276810106,41
276810107,"25.9"
276810108,"14.6"
276810109,"15.9"
276810110,"29.6"
277010101,"27.5"
277010102,"40.7"
277010103,"37.3"
277010104,"21.5"
280850101,"43.3"
280850201,"9.3"
280850202,13
280850203,"9.6"
280850301,"11.8"
280850302,"14.8"
280850401,"17.8"
280850501,"18.6"
280850502,"22.2"
280850601,"10.5"
280850701,"36.1"
280850702,"11.2"
280850703,"25.1"
280850801,17290
280850802,"7.9"
280880101,17550
280880102,"14.1"
280880103,"21.9"
280880201,"48.3"
280880202,12990
281340101,"17.9"
281340201,"17.7"
281340202,"43.2"
281340203,"22.5"
281340204,"32.8"
281340301,"13.9"
281340302,"18.4"
281340303,"13.2"
281340401,23
281340402,"20.5"
281340501,11890
281340502,"55.9"
281340503,"51.6"
281340504,"44.6"
282180101,"38.9"
282180102,"14.7"
282180201,"17.1"
282180301,11370
282180302,18600
282180401,"14.5"
282290101,"13.9"
282290102,"13.8"
282290201,"51.1"
282290202,"40.7"
282290301,"10.7"
282800101,"14.7"
282800102,17670
282800103,16
282800104,"37.3"
282800105,14220
284040101,"54.1"
284040102,"16.5"
284040103,"14.2"
284040104,"15.2"
284040105,11890
290190103,18300
290190104,19070
290190105,"24.7"
290190106,19630
290190107,"12.8"
290190108,"11.8"
290190109,"17.7"
290190110,"37.4"
290190112,"9.3"
290190113,"10.8"
290190114,17960
290190115,"24.6"
290190116,"32.8"
290190117,"15.2"
290190118,10680
290190119,"20.8"
290190122,19730
290190123,20510
290190124,"14.2"
290190126,"37.1"
290190127,"28.8"
290190128,"29.9"
290190129,"28.8"
290190131,15840
290190132,"35.9"
290190133,"19.1"
290190134,18700
290190135,"15.6"
290190136,"13.1"
290190137,"13.4"
290190138,"9.9"
290190139,"21.9"
290190140,"19.4"
290190141,"18.2"
290190142,"18.5"
290190143,"14.7"
290190144,"17.5"
290190145,20510
290190146,21720
290190147,"17.3"
290190148,"14.8"
290190149,19600
290190150,"15.7"
290190151,"30.3"
290190152,"15.2"
290190153,15840
290190154,9
290190155,10640
290190156,17840
290190157,"11.9"
290190158,11
290190159,10630
290190160,12080
290190161,19110
290190164,19
290190165,"25.7"
290190166,"6.5"
290190168,16930
290390101,19290
290390102,"10.7"
290390104,"15.4"
290390105,11
290390106,13030
290390107,18490
290390108,"10.6"
290460101,"20.9"
290460102,"15.7"
290460103,17230
290460104,"16.9"
290460105,15050
290460106,"13.4"
290460107,9
290750101,"6.1"
290750103,"5.5"
290750104,"6.3"
290750105,18650
291030101,19710
291030102,"8.4"
291030103,16920
291030104,18320
291030105,"10.1"
291030106,"12.7"
291510101,25
291510102,"18.9"
291510103,16200
291510104,"23.5"
291510105,"17.6"
291510106,"21.3"
291510107,18240
291890103,20250
291890104,19990
291890105,23850
291890106,18060
291890107,"7.5"
292120101,19160
292120102,"8.8"
292120103,19580
292120104,"5.7"
292120105,19040
292320101,"17.2"
292320102,"18.9"
292320103,"23.6"
292320104,18370
292320106,"7.9"
292320107,"12.8"
292320108,"12.4"
292320109,18260
292320110,16660
292320111,10
292320112,"8.5"
292320113,16730
292320114,"16.7"
292320115,18770
292320116,18840
292320117,"12.3"
292320118,"12.3"
292320119,"47.2"
292320120,29
292320121,12800
292320122,"15.1"
292320123,"17.3"
292320130,12
292320131,"12.6"
292320132,"13.8"
292320133,"11.7"
292320134,17230
292320135,8
292330101,"17.8"
292330102,"10.2"
292330103,17390
292330104,"11.1"
292330105,18930
292350101,9
292350102,19450
292350103,20310
292350104,19710
"2A0040101",24
"2A0040102","15.2"
"2A0040103","16.3"
"2A0040201","18.3"
"2A0040202",17350
"2A0040203",18770
"2A0040301",20770
"2A0040302","9.7"
"2A0040401","9.1"
"2A0040402","8.7"
"2A0040501","15.8"
"2A0040502",16720
"2A0040503","15.9"
"2A0040601","24.9"
"2A0040602","14.3"
"2A0040701","23.9"
"2A0040702","22.3"
"2A0040703",21
"2A0040801","12.4"
"2A0040802",18
"2A0040803",18970
"2A0040901",14310
"2A0040902",17310
"2A0040903","22.6"
"2A2470101","23.5"
"2A2470102","22.7"
"2A2470201","24.8"
"2A2470202","16.5"
"2B0330101","29.4"
"2B0330102","25.2"
"2B0330201","15.8"
"2B0330202","18.3"
"2B0330301","33.3"
"2B0330302","24.7"
"2B0330401","33.6"
"2B0330402","22.4"
"2B0330501","32.6"
"2B0330502","28.1"
"2B0330601","14.5"
"2B0330603","17.4"
"2B0330604",15
"2B0330701","16.8"
"2B0330702","16.2"
300070101,"30.5"
300070102,26
300070103,"36.1"
300070104,"66.1"
300070105,13880
300070106,"14.3"
300070107,"21.5"
300070108,"16.7"
300070109,"40.6"
300070110,"40.5"
300070111,"36.6"
300070112,"65.4"
300070113,"27.9"
300070114,"23.8"
300070115,"11.9"
300280101,"34.4"
300280102,"24.7"
300280103,"35.3"
300280104,12320
300280105,"61.6"
300280106,"8.4"
300280107,11
300280108,17480
300320101,"19.8"
300320102,"13.7"
300320103,"54.2"
300320104,"30.7"
300320105,"31.9"
301890101,"31.9"
301890102,33
301890103,"21.2"
301890201,18
301890202,"34.2"
301890204,"25.9"
301890301,"19.4"
301890302,"21.7"
301890303,17130
301890304,20
301890401,"37.8"
301890402,"39.1"
301890403,"24.7"
301890501,"31.3"
301890502,"32.3"
301890503,"35.5"
301890601,17
301890602,17
301890604,"43.9"
301890701,"37.2"
301890702,"23.8"
301890703,"24.7"
301890704,"22.9"
301890708,"22.2"
301890801,16
301890803,"30.2"
301890804,"20.9"
301890901,"71.3"
301890902,64
301890903,"65.3"
301890904,"74.3"
301891001,55
301891003,"72.1"
301891004,"80.9"
301891101,"23.3"
301891104,"8.6"
301891201,18380
301891202,21400
301891203,18180
301891204,"6.9"
301891302,"10.9"
301891303,"16.8"
301891401,"13.7"
301891402,"23.1"
301891403,"26.8"
301891501,"7.6"
301891502,"17.1"
301891503,"16.6"
301891601,"44.6"
301891602,"65.5"
301891603,"67.9"
301891701,"13.4"
301891702,"46.7"
301891703,"44.1"
301891801,"25.6"
301891803,"14.2"
301891804,"21.8"
302020101,"32.1"
302020102,"16.3"
302020103,"15.5"
302020104,"30.7"
302580101,"45.7"
302580102,68
302580103,17
302580104,"20.5"
302580105,"22.9"
303410101,15960
303410102,16390
303410103,"11.3"
303410104,"51.8"
303410105,"17.7"
303510101,"17.2"
303510102,"8.9"
303510103,"9.5"
303510104,"6.7"
310440101,26240
310440102,18810
310440103,19550
310440104,"6.5"
310440105,23330
310440106,"17.4"
310440108,16
310690101,17
310690102,22760
310690103,11680
310690104,"13.5"
310690105,"9.9"
310690106,24590
310690107,"9.5"
310690108,22070
310690109,"8.7"
310690111,13
311130101,"16.2"
311130102,"10.9"
311130103,"11.4"
311130105,22130
311160101,"9.6"
311160102,"10.4"
311160103,"7.7"
311490101,"18.9"
311490201,"22.6"
311490301,"18.1"
311490401,"17.8"
311490402,24
311490501,26
311490601,"9.3"
311490701,20680
311490802,18360
311490803,"9.3"
311490902,"13.6"
311490903,"7.6"
311570101,"9.5"
311570102,"12.2"
311570103,13850
311570104,18820
311570105,"10.5"
311870104,"10.6"
311870105,"5.1"
311870106,"7.4"
313950101,"27.3"
313950102,"28.6"
313950103,"33.3"
313950104,"27.2"
313950105,"8.3"
313950106,20510
313950107,"9.5"
313950108,"10.3"
313950109,"13.1"
314240101,14
314240102,19270
314240103,"7.8"
314240104,22140
314240105,"10.2"
314460101,"16.7"
314460102,"13.4"
314460103,14330
314460105,"13.2"
314460106,"10.2"
314830101,36
314830102,14720
314830103,"22.4"
314830104,"19.1"
314830107,"16.4"
314880101,19800
314880102,18700
314880103,7
314880104,17950
315060101,"13.5"
315060102,"6.3"
315060103,21970
315060105,20530
315060106,"11.2"
315550101,"19.8"
315550102,"15.7"
315550201,"14.4"
315550202,"25.3"
315550203,"21.9"
315550301,"13.2"
315550302,19090
315550401,20210
315550402,21770
315550501,"13.2"
315550502,"11.6"
315550601,"15.9"
315550602,"19.9"
315550701,20350
315550702,"14.2"
315550801,"18.4"
315550802,13
315550901,"12.4"
315550902,"14.7"
315551001,"22.3"
315551002,"13.7"
315551101,"14.4"
315551102,"18.3"
315551103,"17.8"
315551201,"9.6"
315551202,11
315551203,"8.5"
315551301,"17.4"
315551302,20
315551303,"16.3"
315551501,"11.8"
315551502,"13.8"
315551601,13
315551602,"16.8"
315551603,"12.8"
315551701,"18.7"
315551702,"10.2"
315551801,"16.6"
315551802,"10.9"
315551803,"26.5"
315551804,"12.7"
315551805,"17.3"
315551806,"19.7"
315551807,"17.7"
315551901,"16.8"
315551902,"18.8"
315552001,"12.7"
315552002,"15.6"
315552003,"20.2"
315552004,17
315552005,"24.8"
315552101,14
315552102,"11.1"
315552103,"20.6"
315552104,20140
315552201,24200
315552202,"10.9"
315552203,23500
315552204,13
315552301,"15.8"
315552302,11
315552303,"7.9"
315552304,18780
315552401,"22.4"
315552402,"14.2"
315552403,20180
315552404,22
315552405,18
315552501,"18.7"
315552502,"15.9"
315552601,"19.1"
315552701,"45.3"
315552702,"43.9"
315552801,12
315552802,"21.8"
315552803,"9.4"
315552901,"27.3"
315552902,"48.5"
315552903,"49.3"
315553001,39
315553002,"44.8"
315553101,16
315553201,49
315553202,"52.1"
315553203,"37.9"
315553301,"22.9"
315553401,"29.1"
315553402,"24.7"
315553501,"13.4"
315553502,"15.4"
315553503,"14.5"
315553504,"18.6"
315553601,"36.2"
315553701,15
315553702,"17.2"
315553703,"21.2"
315553802,"21.4"
315553803,"22.1"
315553901,"29.4"
315554001,"20.4"
315554003,"22.1"
315554004,"17.6"
315554005,"20.1"
315554006,"13.5"
315554007,"25.7"
315554201,"10.7"
315554202,"24.5"
315554203,"16.1"
315554301,"15.2"
315554302,"21.2"
315554303,"22.8"
315554401,"27.8"
315554402,"24.8"
315554501,"19.3"
315554502,"13.3"
315554503,"7.6"
315554601,"12.8"
315554602,"9.5"
315554603,"16.9"
315554701,"20.4"
315554702,"34.2"
315554703,"18.3"
315554801,"44.7"
315554802,22
315554803,"14.2"
315554804,17
315554805,"19.8"
315554901,"10.5"
315555101,"27.4"
315555102,"44.6"
315555201,49
315555202,"54.4"
315555203,"44.2"
315555204,"51.3"
315555301,"38.4"
315555302,"60.6"
315555303,"61.3"
315555401,43
315555402,36
315555502,17
315555503,"10.4"
315555601,"17.9"
315555701,"28.5"
315555702,"14.8"
315555801,"12.1"
315555802,"14.3"
315555901,"14.5"
315555902,"22.1"
315556001,"25.4"
315556002,"13.4"
315570101,"15.9"
315570102,21240
315570103,20770
315570104,"7.2"
315570105,"7.6"
315570106,"6.5"
315570107,"5.7"
315570108,19870
315570109,8
315610101,20210
315610102,20830
315610104,20520
315610105,"7.6"
315610106,23610
320130101,15540
320130102,"31.4"
320130201,"13.1"
320130202,"12.8"
320130203,"20.1"
320130204,"9.9"
320130301,"35.2"
320130302,9760
320130401,10
320130501,19360
320130601,19120
330030101,"14.8"
330030102,17
330030103,"14.9"
330030104,"14.6"
330050101,"7.9"
330050102,18600
330050103,"7.2"
330050104,21010
330090101,20110
330090102,21500
330090103,"9.9"
330090104,17590
330090105,"17.3"
330390101,"6.9"
330390102,19600
330390103,19570
330390104,"14.3"
330390105,"16.5"
330390106,"22.7"
330390107,"10.9"
330390108,17
330390109,"26.4"
330510101,"9.3"
330510102,"6.5"
330510103,"8.9"
330560101,"10.6"
330560102,19020
330560103,"17.2"
330560104,"9.7"
330560105,21290
330630101,"22.1"
330630103,"38.5"
330630201,"25.8"
330630202,"18.5"
330630203,"24.2"
330630204,"37.3"
330630301,"20.4"
330630302,"16.6"
330630303,"17.9"
330630305,"33.8"
330630306,"34.3"
330630307,27
330630308,"32.3"
330630309,"12.3"
330630310,"10.8"
330630311,"13.7"
330630312,"12.3"
330630313,"18.9"
330630401,"14.3"
330630402,13
330630403,14
330630404,10860
330630405,"15.4"
330630501,"22.8"
330630502,"21.3"
330630503,"15.3"
330630504,"20.6"
330630505,"24.8"
330630506,13
330630507,21370
330630508,"22.9"
330630601,"9.8"
330630602,20550
330630603,"10.3"
330630604,"8.9"
330630605,12
330630606,22400
330630607,"9.9"
330630608,24440
330630609,"9.2"
330630701,21680
330630702,"7.7"
330630703,23180
330630704,21930
330630705,7
330630706,20770
330630801,21140
330630802,"9.2"
330630803,"8.8"
330630804,20710
330630805,"8.5"
330630806,21820
330630807,"11.9"
330630808,"13.6"
330630809,"6.6"
330630901,15440
330630902,"19.1"
330630903,"7.4"
330630904,"10.1"
330630905,21350
330631001,"11.2"
330631002,16510
330631003,"13.9"
330631004,14
330631005,"14.8"
330631006,"9.8"
330631101,"32.1"
330631102,"24.2"
330631103,"29.5"
330631104,"28.4"
330631105,"28.1"
330631106,"29.4"
330631107,"25.9"
330631108,"27.6"
330631201,"14.6"
330631202,21330
330631203,"11.4"
330631204,21
330631205,"12.9"
330631206,19590
330631207,"17.4"
330631208,"11.6"
330631209,29
330631301,"22.3"
330631302,"10.3"
330631303,"31.7"
330631304,"25.6"
330631305,"16.2"
330690101,"7.6"
330690102,19560
330690103,"9.2"
330690104,"9.5"
330690105,"10.6"
330690106,9
330690107,23670
330690108,"12.7"
330690109,15460
330750101,"7.3"
330750102,"11.9"
330750103,"6.3"
330750104,"9.4"
330750105,"9.9"
331190101,"41.4"
331190102,"47.3"
331190103,"23.2"
331190104,14
331190105,"28.8"
331190106,"18.8"
331190107,"44.1"
331190108,"21.9"
331190109,"20.8"
331220101,20290
331220102,21220
331220103,22230
331220104,21130
331220105,21360
331220106,20690
331220107,25250
331620101,"7.3"
331620102,"6.7"
331620103,"12.8"
331620104,12510
331620105,18290
331620106,"14.2"
331620107,19880
331670101,"22.9"
331670102,"27.9"
331670104,"9.1"
331670108,11980
331670109,19580
331670110,"9.5"
331920102,"11.2"
331920103,16200
331920104,23650
331920105,"13.9"
331920106,20480
331920107,"10.6"
331920108,"6.3"
331920110,"26.7"
331920111,"11.2"
331990101,19280
331990102,"7.2"
331990103,"11.3"
331990104,"7.9"
331990105,18880
332000101,18310
332000102,"17.9"
332000103,"8.5"
332000104,22870
332380101,20470
332380102,19600
332380103,21150
332380104,20020
332430101,"16.4"
332430102,"13.9"
332430103,"28.4"
332430104,"14.9"
332430105,"20.9"
332430106,"18.6"
332430107,"18.2"
332430108,"14.2"
332430109,"30.1"
332490101,"31.6"
332490102,"33.8"
332490103,"17.9"
332490104,12090
332490105,13250
332490106,"10.5"
332490107,"45.5"
332490108,"15.9"
332490109,"28.3"
332490110,"28.2"
332810101,"10.5"
332810102,"18.3"
332810103,"22.1"
332810104,20720
332810201,11
332810202,10
332810203,"7.1"
332810301,20620
332810302,"10.5"
332810401,"8.3"
332810501,"17.5"
332810502,"11.6"
332810601,"11.4"
332810701,"9.5"
332810801,"16.2"
332810901,"6.2"
332811002,"10.4"
332811003,19110
